Organism Scientific Name	Organism Common Name	Organism Qualifier	Taxonomy id	Assembly Name	Assembly Accession	Source	Annotation	Level	Contig N50	Size	Submission Date	Gene Count	BioProject	BioSample
Lycocorax pyrrhopterus obiensis		sex: female, strain: lycPyrHiC	2767082	ASM1470626v1	GCA_014706265.1	GenBank		Scaffold	6103580	1097065298	2020-09-23		PRJNA604967	SAMN15881068
Lycocorax pyrrhopterus obiensis		sex: female, strain: lycPyrILPB	2767082	ASM1470627v1	GCA_014706275.1	GenBank		Scaffold	1727421	1075558048	2020-09-23		PRJNA604967	SAMN15881067
Lycocorax pyrrhopterus obiensis		sex: female, strain: lycPyrPB	2767082	ASM1470628v1	GCA_014706285.1	GenBank		Contig	6103580	1097015798	2020-09-23		PRJNA604967	SAMN15881066
Lycocorax pyrrhopterus obiensis		sex: female, strain: lycPyr6	2767082	ASM1470629v1	GCA_014706295.1	GenBank		Scaffold	7380351	1107771238	2020-09-23		PRJNA604967	SAMN15881065
Lycocorax pyrrhopterus obiensis		sex: female, strain: lycPyrSN1	2767082	ASM1470639v1	GCA_014706395.1	GenBank		Scaffold	98550	1076351741	2020-09-23		PRJNA604967	SAMN15881069
Podarcis muralis nigriventris		isolate: SMA-M2-Green, sex: male	1534827	LU_Pmuni_1.1	GCA_014706415.1	GenBank		Chromosome	8570969	1786136138	2020-10-02		PRJNA662234	SAMN16078633
Passer montanus	Eurasian tree sparrow	isolate: IOZ18808, sex: pooled male and female	9160	ASM1480565v1	GCA_014805655.1	GenBank		Scaffold	1083540	1039949367	2020-09-30		PRJNA417520	SAMN07998528
Sylvia borin	garden warbler	isolate: bSylBor1, sex: male	73324	bSylBor1.pri	GCA_014839755.1	GenBank		Chromosome	31914676	1045652180	2020-09-30		PRJNA561945	SAMN12618613
Sylvia borin	garden warbler	isolate: bSylBor1, sex: male	73324	bSylBor1.alt	GCA_014839765.1	GenBank		Contig	4687358	1032649170	2020-09-30		PRJNA561946	SAMN12618613
Dryobates pubescens	Downy woodpecker	isolate: bDryPub1, sex: female	118200	bDryPub1.alt	GCA_014839825.1	GenBank		Scaffold	2189221	1082594729	2020-09-30		PRJNA561992	SAMN12629497
Dryobates pubescens	Downy woodpecker	isolate: bDryPub1, sex: female	118200	bDryPub1.pri	GCA_014839835.1	GenBank		Chromosome	19150283	1187939694	2020-09-30		PRJNA561991	SAMN12629497
Pyrrhura lepida	Pearly parakeet	isolate: JXJJFZ24I5	311896	ASM1516397v1	GCA_015163975.1	GenBank		Scaffold	70170	1144813270	2020-11-01		PRJNA481549	SAMN09681978
Falco rusticolus	gyrfalcon	isolate: bFalRus1, sex: female	120794	bFalRus1.pri	GCA_015220075.1	GenBank		Chromosome	15323486	1195829278	2020-11-02		PRJNA561988	SAMN12629496
Falco rusticolus	gyrfalcon	isolate: bFalRus1, sex: female	120794	bFalRus1.alt	GCA_015220155.1	GenBank		Contig	76252	516243243	2020-11-02		PRJNA561989	SAMN12629496
Pogoniulus pusillus	Red-fronted tinkerbird	isolate: bPogPus1, sex: female	488313	bPogPus1.alt	GCA_015220175.1	GenBank		Scaffold	647387	1101771457	2020-11-02		PRJNA637954	SAMN15098508
Chelonia mydas	Green sea turtle	isolate: rCheMyd1, sex: male	8469	rCheMyd1.alt	GCA_015220195.1	GenBank		Scaffold	454332	1896142417	2020-11-02		PRJNA561942	SAMN12612360
Pogoniulus pusillus	Red-fronted tinkerbird	isolate: bPogPus1, sex: female	488313	bPogPus1.pri	GCA_015220805.1	GenBank		Chromosome	16792259	1272338968	2020-11-02		PRJNA637953	SAMN15098508
Phasianus colchicus	Ring-necked pheasant	breed: Chinese Ring-neck, sex: female	9054	ASM1522760v1	GCA_015227605.1	GenBank		Scaffold	1328716	988730982	2020-11-04		PRJNA380312	SAMN12811331
Hirundo rustica	Barn swallow	isolate: bHirRus1, sex: female	43150	bHirRus1.pri	GCA_015227805.1	GenBank		Chromosome	2794774	1104070652	2020-11-04		PRJNA636192	SAMN14675488
Hirundo rustica	Barn swallow	isolate: bHirRus1, sex: female	43150	bHirRus1.alt.v2	GCA_015227815.2	GenBank		Scaffold	992690	936354595	2021-03-02		PRJNA636191	SAMN14675488
Colaptes auratus	northern flicker	ecotype: New Mexico	51355	Caur_TTU_1.0	GCA_015227895.1	GenBank		Chromosome	826960	1378187165	2020-11-04		PRJNA616131	SAMN14482758
Chelonia mydas	Green sea turtle	isolate: rCheMyd1, sex: male	8469	rCheMyd1.pri	GCA_015237465.1	GenBank		Chromosome	39415510	2134576752	2020-11-02		PRJNA561941	SAMN12612360
Lycocorax pyrrhopterus obiensis		sex: female, strain: lycPyrSN2	2767082	lycPyrSN2	GCA_015343275.1	GenBank		Scaffold	97575	1094041302	2020-11-10		PRJNA604967	SAMN15881070
Laticauda colubrina	yellow-lipped sea krait		8628	latCor_2.0	GCA_015471245.1	GenBank		Scaffold	38278	2038820311	2020-11-04		PRJDB7284	SAMD00134349
Anas platyrhynchos	mallard	breed: Pekin duck, isolate: Z2, sex: pooled male and female	8839	ZJU1.0	GCA_015476345.1	GenBank		Chromosome	5679408	1188516685	2020-11-15		PRJNA636121	SAMN15588841
Fringilla coelebs coelebs		isolate: 17-825	1471794	FrCoel	GCA_015532645.1	GenBank		Chromosome	67082	907372602	2020-11-17		PRJNA674347	SAMN16636146
Motacilla alba alba		isolate: MOTALB_02, sex: male	1094192	Motacilla_alba_V1.0_pri	GCA_015832195.1	GenBank		Chromosome	8515530	1072653902	2020-12-08		PRJNA662706	SAMN16093224
Motacilla alba alba		isolate: MOTALB_02, sex: male	1094192	Motacilla_alba_V1.0_alt	GCA_015832205.1	GenBank		Contig	251690	797430388	2020-12-08		PRJNA662705	SAMN16093224
Lamprotornis superbus		isolate: SS15, sex: female	245042	CU_Lasu_v1	GCA_015883425.1	GenBank	From INSDC submitter	Scaffold	150333	1067625052	2020-12-09	15209	PRJNA666448	SAMN16294059
Dromaius novaehollandiae	emu	isolate: ZJU1.0, sex: female	8790	ZJU1.0	GCA_016128335.1	GenBank		Chromosome	14094718	1247468792	2020-12-15		PRJNA638233	SAMN15183959
Mauremys reevesii	Reeves's turtle	isolate: NIE-2019, sex: female	260615	ASM1616193v1	GCA_016161935.1	GenBank		Chromosome	33352699	2367590653	2020-12-21		PRJNA663192	SAMN16454374
Pyrrhura cruentata	Blue-throated parakeet	isolate: YUI5UZIPG5	311901	ASM1654556v1	GCA_016545565.1	GenBank		Scaffold	100025	1125645419	2021-01-06		PRJNA481551	SAMN09683515
Crotalus tigris	Tiger rattlesnake	ecotype: Arizona, isolate: CLP2741	88082	ASM1654583v1	GCA_016545835.1	GenBank		Contig	2106662	1612002213	2021-01-06		PRJNA558767	SAMN12497667
Phylloscopus trochilus trochilus		isolate: CP59525, sex: male	209781	LUNI_Phtr_3	GCA_016584745.1	GenBank		Scaffold	81642	1168570690	2021-01-08		PRJNA550489	SAMN13496861
Pavo muticus	green peafowl	isolate: YNLC101, sex: female	9050	ASM1664771v1	GCA_016647715.1	GenBank		Scaffold	161314	1061110005	2021-01-15		PRJNA644939	SAMN15486085
Gallus gallus	chicken	isolate: bGalGal1, sex: female	9031	bGalGal1.mat.broiler.GRCg7b	GCA_016699485.1	GenBank		Chromosome	18834961	1053315467	2021-01-19		PRJNA660757	SAMN15960293
Gallus gallus	chicken	isolate: bGalGal1, sex: female	9031	bGalGal1.pat.whiteleghornlayer.GRCg7w	GCA_016700215.1	GenBank		Chromosome	19675474	953182234	2021-01-13		PRJNA660758	SAMN15960293
Sceloporus tristichus	plateau fence lizard	isolate: Voucher No. AMNH 153954. CUST_Tissue_1076. Female, sex: female	190870	ASM1680106v1	GCA_016801065.1	GenBank		Chromosome	91782	1815771249	2021-02-02		PRJNA644186	SAMN15450893
Sceloporus tristichus	plateau fence lizard	isolate: Voucher No. AMNH 154032. CUST_Tissue_1075. Female, sex: female	190870	ASM1680141v1	GCA_016801415.1	GenBank		Chromosome	90701	1792659486	2021-02-02		PRJNA644186	SAMN15450894
Pogoniulus pusillus pusillus		isolate: AR93139, sex: male	2517103	ASM1685975v1	GCA_016859755.1	GenBank		Scaffold	2301	1198715191	2021-02-10		PRJNA630018	SAMN14819987
Acanthisitta chloris	rifleman	isolate: bAcaChl1, sex: female	57068	bAcaChl1.alt	GCA_016880875.1	GenBank		Scaffold	1753226	827793803	2021-02-10		PRJNA561955	SAMN16442762
Acanthisitta chloris	rifleman	isolate: bAcaChl1, sex: female	57068	bAcaChl1.pri	GCA_016904835.1	GenBank		Chromosome	16681756	1077368553	2021-02-17		PRJNA561954	SAMN16442762
Pogona vitticeps	central bearded dragon	sex: male	103695	pvi1.1	GCA_900067755.1	GenBank		Scaffold	33259	1816116151	2017-02-28		PRJEB5206	SAMEA2300447
Saxicola maurus maurus			1187130	Saxicola_maurus.2	GCA_900205225.1	GenBank		Scaffold	96283	1020367763	2017-09-28		PRJEB19453	SAMEA94256668
Lacerta bilineata		sex: female	95620	L. bilineata genome assembly	GCA_900245895.1	GenBank		Contig	368212	1418148937	2018-04-26		PRJEB24178	SAMEA104452608
Lacerta viridis	green lizard	sex: female	65476	ASM90024590v1	GCA_900245905.1	GenBank		Contig	662519	1439843026	2018-04-26		PRJEB24178	SAMEA104452607
Anas platyrhynchos	mallard		8839	duckbase.refseq.v4	GCA_900411745.1	GenBank		Chromosome	29908	1087903987	2020-06-28		PRJEB26619	SAMEA4646736
Aquila chrysaetos chrysaetos			223781	bAquChr1.3	GCA_900496995.3	GenBank		Chromosome	21924221	1203454851	2020-07-31		PRJEB27699	SAMEA994725
Notechis scutatus	mainland tiger snake		8663	TS10Xv2-PRI	GCA_900518725.1	GenBank		Scaffold	31763	1665525958	2018-09-24		PRJEB27871	SAMEA4800209
Pseudonaja textilis	eastern brown snake		8673	EBS10Xv2-PRI	GCA_900518735.1	GenBank		Scaffold	50443	1590035073	2018-09-24		PRJEB27869	SAMEA4800208
Notechis scutatus	mainland tiger snake		8663	TS10Xv2-ALT	GCA_900608555.1	GenBank		Scaffold	37180	1259915822	2020-11-22		PRJEB29452	SAMEA4800209
Pseudonaja textilis	eastern brown snake		8673	EBS10Xv2-ALT	GCA_900608585.1	GenBank		Scaffold	54646	1234590605	2020-11-22		PRJEB29451	SAMEA4800208
Streptopelia turtur			177155	bStrTur1.1	GCA_901699155.1	GenBank		Chromosome	3790373	1178928410	2019-06-05		PRJEB32724	SAMEA994735
Streptopelia turtur			177155	bStrTur1.1 alternate haplotype	GCA_901699165.1	GenBank		Contig	776317	1035214426	2019-06-02		PRJEB32725	SAMEA994735
Camarhynchus parvulus			87175	STF_HiC	GCA_901933205.1	GenBank		Chromosome	16035651	1051609828	2019-09-06		PRJEB32528	SAMEA5603054
Tyto alba alba			507980	genome_assembly_l500	GCA_902150015.1	GenBank		Scaffold	141398	1219191878	2020-02-10		PRJEB33158	SAMEA5733888
Aquila chrysaetos chrysaetos			223781	bAquChr1.2 alternate haplotype	GCA_902153765.1	GenBank		Scaffold	640223	823060160	2019-07-08		PRJEB33298	SAMEA994725
Aratinga solstitialis	sun parakeet		176015	ARATINGA-SOLSTITIALIS-ASSEMBLY-PRJEB33153	GCA_902168055.1	GenBank		Scaffold	236229	1169445099	2019-11-14		PRJEB33153	SAMEA5743801
Camarhynchus parvulus			87175	Camarhynchus_parvulus_V1.1	GCA_902806625.1	GenBank		Chromosome	15143611	1064016364	2020-03-21		PRJEB36748	SAMEA6542012
Alauda arvensis	Eurasian skylark		88112	skylark_genome	GCA_902810485.1	GenBank		Scaffold	79699	1028664229	2020-03-13		PRJEB36048	SAMEA6585484
Erithacus rubecula	European robin		37610	bEriRub2.1 alternate haplotype	GCA_903797565.1	GenBank		Scaffold	602370	912720829	2020-06-11		PRJEB38657	SAMEA4760689
Erithacus rubecula	European robin		37610	bEriRub2.1	GCA_903797595.1	GenBank		Chromosome	5585877	1086738318	2020-06-27		PRJEB38658	SAMEA4760689
Gallus gallus	chicken	breed: Red Jungle fowl, inbred line UCD001, isolate: RJF #256, sex: female	9031	Gallus_gallus-5.0	GCF_000002315.4	RefSeq		Chromosome	2894815	1230241782	2015-12-16		PRJNA13342	SAMN02981218
Gallus gallus	chicken	breed: Red Jungle fowl, inbred line UCD001, isolate: RJF #256, sex: female	9031	GRCg6a	GCF_000002315.6	RefSeq	NCBI Annotation Release 104a	Chromosome	17655422	1065348650	2018-03-27	24397	PRJNA13342	SAMN02981218
Anolis carolinensis	green anole		28377	AnoCar2.0	GCF_000090745.1	RefSeq	NCBI Annotation Release 102	Chromosome	79867	1799126364	2011-01-10	22292	PRJNA18787	SAMN02981230
Meleagris gallopavo	turkey	breed: Aviagen turkey brand Nicholas breeding stock, isolate: NT-WF06-2002-E0010, sex: female	9103	Turkey_5.1	GCF_000146605.3	RefSeq	NCBI Annotation Release 103	Chromosome	27076	1115457962	2019-10-21	24368	PRJNA42129	SAMN02981253
Python bivittatus	Burmese python	sex: female	176946	Python_molurus_bivittatus-5.0.2	GCF_000186305.1	RefSeq	NCBI Annotation Release 102	Scaffold	10658	1435034535	2013-09-15	22427	PRJNA61243	SAMN02981298
Pelodiscus sinensis	Chinese soft-shelled turtle	isolate: Daiwa-1, sex: female	13735	PelSin_1.0	GCF_000230535.1	RefSeq	NCBI Annotation Release 102	Scaffold	21993	2202466388	2012-07-24	24856	PRJNA68233	SAMN02981371
Chrysemys picta bellii	western painted turtle	isolate: RCT428, sex: female	8478	Chrysemys_picta_bellii-3.0.3	GCF_000241765.3	RefSeq	NCBI Annotation Release 102	Chromosome	21349	2365749696	2014-03-31	25751	PRJNA78657	SAMN02713681
Ficedula albicollis	Collared flycatcher	isolate: OC2, sex: male	59894	FicAlb1.5	GCF_000247815.1	RefSeq	NCBI Annotation Release 101	Chromosome	410964	1118326800	2013-06-27	16880	PRJNA75089	SAMN02981387
Geospiza fortis	medium ground-finch	sex: female	48883	GeoFor_1.0	GCF_000277835.1	RefSeq	NCBI Annotation Release 102	Scaffold	30521	1065292181	2012-07-25	16009	PRJNA156703	SAMN00839579
Alligator mississippiensis	American alligator	isolate: KSC_2009_1	8496	ASM28112v4	GCF_000281125.3	RefSeq	NCBI Annotation Release 102	Scaffold	16665	2161713562	2016-03-28	25279	PRJNA159843	SAMN02981418
Pseudopodoces humilis	Tibetan ground-tit		181119	PseHum1.0	GCF_000331425.1	RefSeq	NCBI Annotation Release 101	Scaffold	165265	1042980823	2013-01-11	16415	PRJNA175930	SAMN02981490
Columba livia	rock pigeon	breed: Danish Tumbler, sex: male	8932	Cliv_1.0	GCF_000337935.1	RefSeq	NCBI Annotation Release 102	Scaffold	26580	1107971856	2013-02-11	26677	PRJNA167554	SAMN02981415
Falco peregrinus	peregrine falcon	sex: male	8954	F_peregrinus_v1.0	GCF_000337955.1	RefSeq	NCBI Annotation Release 102	Scaffold	28645	1171955363	2013-02-05	18971	PRJNA159791	SAMN02981425
Falco cherrug	Saker falcon	sex: male	345164	F_cherrug_v1.0	GCF_000337975.1	RefSeq	NCBI Annotation Release 102	Scaffold	31327	1174811715	2013-02-05	18738	PRJNA168071	SAMN02981426
Zonotrichia albicollis	white-throated sparrow	isolate: Tan morph, sex: male	44394	Zonotrichia_albicollis-1.0.1	GCF_000385455.1	RefSeq	NCBI Annotation Release 102	Scaffold	112748	1052600561	2013-04-30	17364	PRJNA197293	SAMN02981528
Alligator sinensis	Chinese alligator	sex: male	38654	ASM45574v1	GCF_000455745.1	RefSeq	NCBI Annotation Release 102	Scaffold	23412	2270550999	2013-08-29	24654	PRJNA215016	SAMN02981559
Egretta garzetta	little egret	isolate: BGI_Z169, sex: male	188379	ASM68718v1	GCF_000687185.1	RefSeq	NCBI Annotation Release 101	Scaffold	29019	1206484573	2014-05-09	15435	PRJNA232959	SAMN02596466
Phaethon lepturus	White-tailed tropicbird	isolate: BGI_N335, sex: female	97097	ASM68728v1	GCF_000687285.1	RefSeq	NCBI Annotation Release 100	Scaffold	22941	1152958507	2014-05-08	15387	PRJNA212902	SAMN02339888
Pelecanus crispus	Dalmatian pelican	isolate: BGI_N334, sex: male	36300	ASM68737v1	GCF_000687375.1	RefSeq	NCBI Annotation Release 100	Scaffold	21679	1160924693	2014-05-09	15587	PRJNA212901	SAMN02339887
Cariama cristata	Red-legged seriema	isolate: BGI_N322, sex: male	54380	ASM69053v1	GCF_000690535.1	RefSeq	NCBI Annotation Release 100	Scaffold	24645	1132245425	2014-05-12	15288	PRJNA212889	SAMN02318733
Colius striatus	speckled mousebird	isolate: BGI_N325, sex: male	57412	ASM69071v1	GCF_000690715.1	RefSeq	NCBI Annotation Release 100	Scaffold	25860	1075931597	2014-05-13	15163	PRJNA212892	SAMN02324230
Eurypyga helias	sunbittern	isolate: BGI_N326, sex: female	54383	ASM69077v1	GCF_000690775.1	RefSeq	NCBI Annotation Release 100	Scaffold	24402	1088019637	2014-05-13	15021	PRJNA212893	SAMN02324546
Fulmarus glacialis	Northern fulmar	isolate: BGI_N327, sex: male	30455	ASM69083v1	GCF_000690835.1	RefSeq	NCBI Annotation Release 100	Scaffold	25926	1141395646	2014-05-13	15409	PRJNA212894	SAMN02324803
Gavia stellata	red-throated loon	isolate: BGI_N328, sex: male	37040	ASM69087v1	GCF_000690875.1	RefSeq	NCBI Annotation Release 100	Scaffold	24321	1129677294	2014-05-13	14968	PRJNA212895	SAMN02324832
Haliaeetus albicilla	white-tailed eagle	isolate: BGI_N329, sex: male	8969	ASM69140v1	GCF_000691405.1	RefSeq	NCBI Annotation Release 100	Scaffold	25143	1133549865	2014-05-15	15732	PRJNA212896	SAMN02333670
Leptosomus discolor	cuckoo roller	isolate: BGI_N330, sex: male	188344	ASM69178v1	GCF_000691785.1	RefSeq	NCBI Annotation Release 100	Scaffold	24735	1136244952	2014-05-23	15488	PRJNA212897	SAMN02333687
Merops nubicus	carmine bee-eater	isolate: BGI_N331, sex: female	57421	ASM69184v1	GCF_000691845.1	RefSeq	NCBI Annotation Release 100	Scaffold	24675	1062961556	2014-05-16	14820	PRJNA212898	SAMN02338310
Corvus brachyrhynchos	American crow	isolate: BGI_N302, sex: female	85066	ASM69197v1	GCF_000691975.1	RefSeq	NCBI Annotation Release 101	Scaffold	29093	1091312783	2014-06-02	19328	PRJNA212869	SAMN02297499
Opisthocomus hoazin	hoatzin	isolate: BGI_N306, sex: female	30419	ASM69207v1	GCF_000692075.1	RefSeq	NCBI Annotation Release 100	Scaffold	28179	1203712246	2014-05-19	13531	PRJNA212873	SAMN02302474
Chlamydotis macqueenii	Macqueen's bustard	isolate: BGI_N324, sex: male	187382	ASM69519v1	GCF_000695195.1	RefSeq	NCBI Annotation Release 100	Scaffold	21641	1086566339	2014-06-02	14938	PRJNA212891	SAMN02324157
Mesitornis unicolor	brown roatelo	isolate: BGI_N332, sex: female	54374	ASM69576v1	GCF_000695765.1	RefSeq	NCBI Annotation Release 100	Scaffold	22740	1087290853	2014-06-02	15893	PRJNA212899	SAMN02339298
Acanthisitta chloris	rifleman	isolate: BGI_N310, sex: female	57068	ASM69581v1	GCF_000695815.1	RefSeq	NCBI Annotation Release 100	Scaffold	20602	1035876403	2014-05-27	15304	PRJNA212877	SAMN02318032
Nestor notabilis	Kea	isolate: BGI_N333, sex: male	176057	ASM69687v1	GCF_000696875.1	RefSeq	NCBI Annotation Release 100	Scaffold	26546	1053559886	2014-06-05	14954	PRJNA212900	SAMN02339299
Struthio camelus australis		isolate: BGI_N308, sex: female	441894	ASM69896v1	GCF_000698965.1	RefSeq	NCBI Annotation Release 100	Scaffold	34997	1225025301	2014-06-06	16525	PRJNA212875	SAMN02316164
Dryobates pubescens	Downy woodpecker	isolate: BGI_N307, sex: female	118200	ASM69900v1	GCF_000699005.1	RefSeq	NCBI Annotation Release 100	Scaffold	24809	1167323935	2014-06-06	14283	PRJNA212874	SAMN02314405
Pygoscelis adeliae	Adelie penguin	isolate: BGI_AS28, sex: male	9238	ASM69910v1	GCF_000699105.1	RefSeq	NCBI Annotation Release 100	Scaffold	22195	1216600033	2014-06-06	14367	PRJNA235983	SAMN02596601
Aptenodytes forsteri	emperor penguin	isolate: BGI_AS27, sex: male	9233	ASM69914v1	GCF_000699145.1	RefSeq	NCBI Annotation Release 101	Scaffold	31730	1254347440	2014-06-06	15419	PRJNA235982	SAMN02596600
Pterocles gutturalis	yellow-throated sandgrouse	isolate: BGI_N339, sex: male	240206	ASM69924v1	GCF_000699245.1	RefSeq	NCBI Annotation Release 100	Scaffold	26448	1069324295	2014-06-09	15152	PRJNA212906	SAMN02339892
Antrostomus carolinensis	chuck-will's-widow	isolate: BGI_N321, sex: male	279965	ASM70074v1	GCF_000700745.1	RefSeq	NCBI Annotation Release 101	Scaffold	22156	1119683066	2014-06-10	15800	PRJNA212888	SAMN02318612
Apaloderma vittatum	bar-tailed trogon	isolate: BGI_N311, sex: male	57397	ASM70340v1	GCF_000703405.1	RefSeq	NCBI Annotation Release 100	Scaffold	28882	1070836417	2014-06-16	14589	PRJNA212878	SAMN02318033
Tinamus guttatus	white-throated tinamou	isolate: BGI_N309, sex: female	94827	ASM70537v2	GCF_000705375.1	RefSeq	NCBI Annotation Release 100	Scaffold	29773	1047056493	2014-08-05	16984	PRJNA212876	SAMN02316659
Charadrius vociferus	killdeer	isolate: BGI_N301, sex: female	50402	ASM70802v2	GCF_000708025.1	RefSeq	NCBI Annotation Release 100	Scaffold	39278	1219859583	2014-08-05	14649	PRJNA212867	SAMN02296710
Nipponia nippon	crested ibis	isolate: BGI_Y956, sex: male	128390	ASM70822v1	GCF_000708225.1	RefSeq	NCBI Annotation Release 100	Scaffold	29116	1223846297	2014-06-16	15254	PRJNA232572	SAMN02596464
Phalacrocorax carbo	great cormorant	isolate: BGI_N336, sex: male	9209	ASM70892v1	GCF_000708925.1	RefSeq	NCBI Annotation Release 100	Scaffold	17343	1138967842	2014-06-17	14687	PRJNA212903	SAMN02339889
Cuculus canorus	common cuckoo	isolate: BGI_N303, sex: male	55661	ASM70932v1	GCF_000709325.1	RefSeq	NCBI Annotation Release 100	Scaffold	38137	1153894225	2014-06-17	14893	PRJNA212870	SAMN02298149
Tauraco erythrolophus	red-crested turaco	isolate: BGI_N340, sex: male	121530	ASM70936v1	GCF_000709365.1	RefSeq	NCBI Annotation Release 100	Scaffold	22885	1155540733	2014-06-25	15194	PRJNA212908	SAMN02339893
Balearica regulorum gibbericeps	East African grey crowned-crane	isolate: BGI_N312, sex: male	100784	ASM70989v1	GCF_000709895.1	RefSeq	NCBI Annotation Release 100	Scaffold	23333	1127605500	2014-06-25	15279	PRJNA212879	SAMN02318095
Buceros rhinoceros silvestris		isolate: BGI_N320, sex: male	175836	ASM71030v1	GCF_000710305.1	RefSeq	NCBI Annotation Release 100	Scaffold	14587	1065782791	2014-06-25	14643	PRJNA212887	SAMN02318191
Haliaeetus leucocephalus	bald eagle	isolate: CR32, sex: male	52644	Haliaeetus_leucocephalus-4.0	GCF_000737465.1	RefSeq	NCBI Annotation Release 100	Scaffold	105493	1178409481	2014-08-04	15655	PRJNA237821	SAMN02664716
Corvus cornix cornix		isolate: S_Up_H32, sex: male	932674	ASM73873v5	GCF_000738735.5	RefSeq	NCBI Annotation Release 104	Chromosome	8553235	1030864775	2021-02-04	17944	PRJNA192205	SAMN02143031
Chaetura pelagica	chimney swift	isolate: M959, sex: female	8897	ChaPel_1.0	GCF_000747805.1	RefSeq	NCBI Annotation Release 100	Scaffold	30757	1119188094	2014-09-04	14275	PRJNA210808	SAMN03018471
Anser cygnoides domesticus		breed: Zhedong, sex: male	381198	AnsCyg_PRJNA183603_v1.0	GCF_000971095.1	RefSeq	NCBI Annotation Release 100	Scaffold	27608	1119134887	2015-04-08	20704	PRJNA183603	SAMN01830643
Apteryx mantelli mantelli			202946	AptMant0	GCF_001039765.1	RefSeq	NCBI Annotation Release 100	Contig	17252	1523972539	2015-06-21	18589	PRJEB6383	SAMEA2560515
Thamnophis sirtalis		isolate: EDBJR-23777, sex: female	35019	Thamnophis_sirtalis-6.0	GCF_001077635.1	RefSeq	NCBI Annotation Release 100	Scaffold	10447	1424897867	2015-06-26	20076	PRJNA189551	SAMN03759628
Pantherophis guttatus		isolate: EG266, sex: male	94885	UNIGE_PanGut_3.0	GCF_001185365.1	RefSeq	NCBI Annotation Release 100	Scaffold	37981	1706961544	2020-04-13	25732	PRJNA268069	SAMN12106767
Calidris pugnax	ruff	isolate: Ruff	198806	ASM143184v1	GCF_001431845.1	RefSeq	NCBI Annotation Release 100	Scaffold	109237	1229094286	2015-11-04	18471	PRJNA281024	SAMN03491621
Sturnus vulgaris	Common starling	isolate: 715, sex: male	9172	Sturnus_vulgaris-1.0	GCF_001447265.1	RefSeq	NCBI Annotation Release 100	Scaffold	151865	1036755994	2015-11-20	16715	PRJNA293892	SAMN04029017
Gekko japonicus		isolate: JY-2015, sex: male	146911	Gekko_japonicus_V1.1	GCF_001447785.1	RefSeq	NCBI Annotation Release 100	Scaffold	29575	2490257917	2015-11-25	20954	PRJNA298277	SAMN04157958
Parus major	Great Tit	isolate: Abel, sex: male	9157	Parus_major1.1	GCF_001522545.3	RefSeq	NCBI Annotation Release 102	Chromosome	148693	1020293992	2019-01-15	19061	PRJNA208335	SAMN03083587
Protobothrops mucrosquamatus	Chinese habu	isolate: PMUCROS	103944	P.Mucros_1.0	GCF_001527695.2	RefSeq	From INSDC submitter	Scaffold	21948	1673859098	2016-01-22	22367	PRJDB4386	SAMD00043515
Coturnix japonica	Japanese quail	isolate: 7356, sex: male	93934	Coturnix japonica 2.1	GCF_001577835.2	RefSeq	NCBI Annotation Release 101	Chromosome	511217	927640260	2016-03-01	20956	PRJNA292031	SAMN03989050
Lepidothrix coronata	blue-crowned manakin	isolate: B3197, sex: male	321398	Lepidothrix_coronata-1.0	GCF_001604755.1	RefSeq	NCBI Annotation Release 100	Scaffold	141849	1079577334	2016-03-31	18817	PRJNA300662	SAMN04274560
Manacus vitellinus	golden-collared manakin	isolate: BGI_N305, sex: female	328815	ASM171598v3	GCF_001715985.3	RefSeq	NCBI Annotation Release 103	Scaffold	290580	1072328541	2019-07-03	16636	PRJNA335611	SAMN02299332
Crocodylus porosus	Australian saltwater crocodile	isolate: Cpor-Errol, sex: male	8502	CroPor_comp1	GCF_001723895.1	RefSeq	NCBI Annotation Release 100	Scaffold	34073	2049519336	2016-09-13	19551	PRJNA163131	SAMN03102602
Gavialis gangeticus	Gharial	isolate: Ggan-Ray, sex: female	94835	GavGan_comp1	GCF_001723915.1	RefSeq	NCBI Annotation Release 100	Scaffold	14799	2640775248	2016-09-13	18887	PRJNA172383	SAMN03102901
Numida meleagris	helmeted guineafowl	breed: g44 Domestic line, isolate: 19003, sex: male	8996	NumMel1.0	GCF_002078875.1	RefSeq	NCBI Annotation Release 100	Chromosome	234926	1043247365	2017-06-01	21846	PRJNA352321	SAMN05969731
Cyanistes caeruleus	blue tit	isolate: BT333_1, sex: male	156563	cyaCae2	GCF_002901205.1	RefSeq	NCBI Annotation Release 100	Scaffold	105778	1186980630	2018-01-26	24271	PRJNA284903	SAMN03734925
Empidonax traillii	willow flycatcher	ecotype: Southwest subspecies, isolate: 1590-97213	164674	ASM303162v1	GCF_003031625.1	RefSeq	NCBI Annotation Release 100	Scaffold	86564	1123485537	2018-04-03	19316	PRJNA437496	SAMN08663748
Athene cunicularia	burrowing owl	isolate: RWA, sex: male	194338	athCun1	GCF_003259725.1	RefSeq	NCBI Annotation Release 100	Scaffold	64091	1157069330	2018-06-21	15773	PRJNA431202	SAMN08961563
Nothoprocta perdicaria		isolate: Ctin4, sex: male	30464	notPer1	GCF_003342845.1	RefSeq	NCBI Annotation Release 100	Scaffold	95599	965904370	2018-07-26	18157	PRJNA433110	SAMN08476459
