Organism Scientific Name	Organism Common Name	Organism Qualifier	Taxonomy id	Assembly Name	Assembly Accession	Source	Annotation	Level	Contig N50	Size	Submission Date	Gene Count	BioProject	BioSample
Sebastes umbrosus	honeycomb rockfish	isolate: fSebUmb1, sex: male	72105	fSebUmb1.pri	GCA_015220745.1	GenBank		Chromosome	11445908	800904020	2020-11-02		PRJNA562005	SAMN12629503
Pao palembangensis	humpback puffer	isolate: TQD1807000160	1820603	ASM1534326v1	GCA_015343265.1	GenBank		Chromosome	3269158	356041988	2020-11-10		PRJNA597275	SAMN15098013
Sarotherodon lohbergeri	keppi	isolate: Z05, sex: male	296553	Z05.scf	GCA_015708405.1	GenBank		Scaffold	15058	734669951	2020-12-01		PRJNA550295	SAMN12124122
Sarotherodon lohbergeri	keppi	isolate: Z06, sex: female	296553	Z06.scf	GCA_015708455.1	GenBank		Scaffold	6703	709041510	2020-12-01		PRJNA550295	SAMN12124123
Stomatepia pindu	pindu	isolate: Z09, sex: male	143659	Z09.scf	GCA_015708495.1	GenBank		Scaffold	9100	726966403	2020-12-01		PRJNA550295	SAMN13929962
Sarotherodon caroli	fissi	isolate: Z17, sex: male	296554	Z17.scf	GCA_015708515.1	GenBank		Scaffold	8450	718506404	2020-12-01		PRJNA550295	SAMN13929963
Pungu maclareni		isolate: Z03, sex: male	296561	Z03.scf	GCA_015708565.1	GenBank		Scaffold	8858	723316941	2020-12-01		PRJNA550295	SAMN13929960
Sarotherodon steinbachi	kululu	isolate: Z07, sex: male	143546	Z07.scf	GCA_015708585.1	GenBank		Scaffold	10360	725750946	2020-12-01		PRJNA550295	SAMN13929961
Argyrosomus japonicus	mulloway	isolate: RH1	448029	ASM1571009v1	GCA_015710095.1	GenBank		Contig	13110246	791960397	2020-12-02		PRJNA669485	SAMN16453595
Cyprinodon tularosa		sex: male, strain: WSP-4	77115	ASM1607723v1	GCA_016077235.1	GenBank		Contig	1362150	1086882241	2020-12-15		PRJNA670474	SAMN16509697
Arothron firmamentum	starry toado		264149	aroFir_1.0	GCA_016586285.1	GenBank		Scaffold	17030	334905208	2020-12-09		PRJDB8105	SAMD00166120
Siniperca knerii	big-eye mandarin fish	isolate: CL1992	214812	ASM1661788v1	GCA_016617885.1	GenBank		Scaffold	58312	732114433	2021-01-12		PRJNA576324	SAMN12990280
Oreochromis aureus	blue tilapia	breed: Nanning, sex: male, strain: Gb001	47969	ASM1662553v1	GCA_016625535.1	GenBank		Chromosome	2259908	1237756756	2021-01-19		PRJNA577007	SAMN13016751
Callionymus lyra	dragonet	isolate: C_lyra_F025, sex: female	34785	ASM1663091v1	GCA_016630915.1	GenBank		Scaffold	2201294	568707486	2021-01-13		PRJNA634838	SAMN15526017
Mugilogobius chulae	yellowstripe goby	isolate: GDLAMIinbred7-2019, sex: female	88201	ASM1673593v1	GCA_016735935.1	GenBank		Chromosome	701221	1003362100	2021-01-27		PRJNA598084	SAMN13698228
Psettodes erumei	Indian spiny turbot	isolate: NWPU-DKJ-2019	195640	ASM1678522v1	GCA_016785225.1	GenBank		Contig	2454095	466551601	2021-02-01		PRJNA592748	SAMN13439343
Pseudorhombus dupliciocellatus	ocellated flounder	isolate: NWPU-STBP-2018	367197	ASM1678523v1	GCA_016785235.1	GenBank		Scaffold	538669	395092285	2021-02-01		PRJNA592743	SAMN13439311
Paraplagusia blochii	Bloch's tonguesole	isolate: NWPU-DGXT-2018	366904	ASM1678526v1	GCA_016785265.1	GenBank		Scaffold	37510	555100837	2021-02-01		PRJNA592738	SAMN13439296
Brachirus orientalis	oriental sole	isolate: NWPU-DFRT-2018	435138	ASM1678528v1	GCA_016785285.1	GenBank		Scaffold	352130	629956282	2021-02-01		PRJNA592734	SAMN13439273
Colistium nudipinnis	New Zealand turbot	isolate: NWPU-LYCLD-2018	1156758	ASM1678530v1	GCA_016785305.1	GenBank		Scaffold	141808	427535253	2021-02-01		PRJNA592742	SAMN13439310
Chascanopsetta lugubris	pelican flounder	isolate: NWPU-DKP-2018	1003706	ASM1678532v1	GCA_016785325.1	GenBank		Scaffold	14706	577766669	2021-02-01		PRJNA592739	SAMN13439309
Trinectes maculatus	hogchoker	isolate: NWPU-BDSQT-2018	195658	ASM1678534v1	GCA_016785345.1	GenBank		Scaffold	103915	450194497	2021-02-01		PRJNA592733	SAMN13439179
Polydactylus sextarius	blackspot threadfin	isolate: NWPU-MB-2019	435218	ASM1680184v1	GCA_016801845.1	GenBank		Chromosome	18418211	564623279	2021-02-02		PRJNA592744	SAMN13439312
Toxotes chatareus	largescale archerfish	isolate: NWPU-SSY-2019	270537	ASM1680188v1	GCA_016801885.1	GenBank		Chromosome	8430381	618729764	2021-02-02		PRJNA592745	SAMN13439313
Platichthys stellatus	starry flounder	isolate: NWPU-XTJD-2018	195632	ASM1680193v1	GCA_016801935.1	GenBank		Chromosome	33203	609990026	2021-02-02		PRJNA592732	SAMN13439178
Ophiodon elongatus		isolate: HL0851, sex: male	225387	NWFSC_Oelon_r3.mflye	GCA_016806645.1	GenBank		Scaffold	1538303	645875751	2021-02-03		PRJNA595583	SAMN13559843
Xiphias gladius	swordfish	breed: wild, ecotype: Sanya, isolate: SHS-SW01, sex: male	8245	ASM1685928v1	GCA_016859285.1	GenBank		Chromosome	5252707	691763775	2021-02-12		PRJNA670841	SAMN16522248
Istiophorus platypterus	Indo-Pacific sailfish	breed: wild, ecotype: Sanya, isolate: SHS-SA01, sex: male	13575	ASM1685934v1	GCA_016859345.1	GenBank		Chromosome	11851605	614110775	2021-02-12		PRJNA670841	SAMN16522249
Oryzias woworae		strain: Fotuno	1221322	OryWow_0.9	GCA_016861445.1	GenBank		Contig	3021417	699501264	2021-01-14		PRJDB10959	SAMD00264440
Gasterosteus aculeatus aculeatus	three-spined stickleback	sex: male, strain: Lake Benthic	481459	GAculeatus_UGA_version5	GCA_016920845.1	GenBank		Chromosome	485752	471877818	2021-02-23		PRJNA639125	SAMN15223905
Lates calcarifer	barramundi perch		8187	ASB_HGAPassembly_v1	GCA_900066035.1	GenBank		Scaffold	1066117	668464831	2017-03-02		PRJEB10637	SAMEA3519091
Lates calcarifer	barramundi perch		8187	ASB_FALCONassembly_v1	GCA_900066045.1	GenBank		Contig	1921842	605008470	2017-03-02		PRJEB10637	SAMEA3519091
Labrus bergylta	ballan wrasse	sex: female	56723	BallGen_V1	GCA_900080235.1	GenBank		Scaffold	703847	805480521	2016-05-03		PRJEB13687	SAMEA3939555
Trachinotus ovatus	derbio		173339	golden_pompano_genome_number_1	GCA_900231065.1	GenBank		Scaffold	173312	652811564	2018-05-03		PRJEB22654	SAMEA104304869
Larimichthys crocea	large yellow croaker	sex: female	215358	Larimichthys_crocea_chromosome_1.0	GCA_900246015.1	GenBank		Chromosome	130633	689173177	2018-01-18		PRJEB24300	SAMEA104455074
Astatotilapia calliptera	eastern happy		8154	fAstCal1.2	GCA_900246225.3	GenBank		Chromosome	4438245	880428986	2018-05-30		PRJEB24325	SAMEA104026430
Melanogrammus aeglefinus	haddock		8056	MAEA_1	GCA_900291075.1	GenBank		Scaffold	77605	652790733	2018-03-19		PRJEB25074	SAMEA104602249
Percopsis transmontana	sand roller		143327	ASM90030228v1	GCA_900302285.1	GenBank		Scaffold	8161	458089168	2018-03-20		PRJEB12469	SAMEA4028770
Parasudis fraserbrunneri			1784818	ASM90030229v1	GCA_900302295.1	GenBank		Scaffold	4177	707987062	2018-03-21		PRJEB12469	SAMEA4028766
Polymixia japonica	silver eye		81385	ASM90030230v1	GCA_900302305.1	GenBank		Scaffold	5803	554895936	2018-03-19		PRJEB12469	SAMEA4028769
Phycis blennoides			163115	ASM90030231v1	GCA_900302315.1	GenBank		Scaffold	4532	416766999	2018-03-18		PRJEB12469	SAMEA4028788
Muraenolepis marmorata	marbled moray cod		487677	ASM90030232v1	GCA_900302325.1	GenBank		Scaffold	3126	416390766	2018-03-19		PRJEB12469	SAMEA4028780
Phycis phycis			349666	ASM90030233v1	GCA_900302335.1	GenBank		Scaffold	3458	346335180	2018-03-18		PRJEB12469	SAMEA4028789
Melanonus zugmayeri	arrowtail		181410	ASM90030234v1	GCA_900302345.1	GenBank		Scaffold	4562	432902915	2018-03-19		PRJEB12469	SAMEA4028779
Cyttopsis rosea	rosy dory		1176755	ASM90030235v1	GCA_900302355.1	GenBank		Scaffold	4843	546506150	2018-03-19		PRJEB12469	SAMEA4028773
Macrourus berglax	onion-eye grenadier		473319	ASM90030236v1	GCA_900302365.1	GenBank		Scaffold	3353	399875629	2018-03-18		PRJEB12469	SAMEA4028786
Bathygadus melanobranchus	Vaillant's grenadier		630650	ASM90030237v1	GCA_900302375.1	GenBank		Scaffold	4956	431202967	2018-03-19		PRJEB12469	SAMEA4028785
Lota lota	burbot		69944	ASM90030238v1	GCA_900302385.1	GenBank		Scaffold	3803	397499185	2018-03-18		PRJEB12469	SAMEA4028790
Bregmaceros cantori	striped codlet		630652	ASM90030239v1	GCA_900302395.1	GenBank		Scaffold	4452	1144104325	2018-03-30		PRJEB12469	SAMEA4028775
Typhlichthys subterraneus	southern cavefish		940470	ASM90030240v1	GCA_900302405.1	GenBank		Scaffold	7314	555559596	2018-03-19		PRJEB12469	SAMEA4028771
Trisopterus minutus	poor cod		80722	ASM90030241v1	GCA_900302415.1	GenBank		Scaffold	3248	334717091	2018-03-18		PRJEB12469	SAMEA4028793
Brosme brosme	tusk		81638	ASM90030242v1	GCA_900302425.1	GenBank		Scaffold	3682	412731310	2018-03-18		PRJEB12469	SAMEA4028792
Boreogadus saida			44932	ASM90030251v1	GCA_900302515.1	GenBank		Scaffold	3221	412070465	2018-03-19		PRJEB12469	SAMEA4028799
Melanogrammus aeglefinus	haddock		8056	ASM90030252v1	GCA_900302525.1	GenBank		Scaffold	3215	374396471	2018-03-18		PRJEB12469	SAMEA4028796
Neoniphon sammara	Sammara squirrelfish		47706	ASM90030253v1	GCA_900302535.1	GenBank		Scaffold	8761	659225728	2018-03-21		PRJEB12469	SAMEA4028807
Lampris guttatus	North Atlantic opah		81370	ASM90030254v1	GCA_900302545.1	GenBank		Scaffold	4051	849277706	2018-03-30		PRJEB12469	SAMEA4028803
Myripristis jacobus	blackbar soldierfish		371672	ASM90030255v1	GCA_900302555.1	GenBank		Scaffold	9816	720396841	2018-03-21		PRJEB12469	SAMEA4028805
Gadus morhua	Atlantic cod		8049	ASM90030256v1	GCA_900302565.1	GenBank		Scaffold	5765	495065230	2018-03-20		PRJEB12469	SAMEA4028801
Gadus chalcogrammus	walleye pollock		1042646	ASM90030257v1	GCA_900302575.1	GenBank		Scaffold	3603	448868398	2018-03-19		PRJEB12469	SAMEA4028800
Regalecus glesne	king of herrings		81389	ASM90030258v1	GCA_900302585.1	GenBank		Scaffold	6781	656003707	2018-03-20		PRJEB12469	SAMEA4028802
Gadiculus argenteus	silvery cod		185737	ASM90030259v1	GCA_900302595.1	GenBank		Scaffold	3379	396767394	2018-03-18		PRJEB12469	SAMEA4028794
Rondeletia loricata	redmouth whalefish		88713	ASM90030260v1	GCA_900302605.1	GenBank		Scaffold	5112	568597941	2018-03-19		PRJEB12469	SAMEA4028809
Holocentrus rufus	longspine squirrelfish		722565	ASM90030261v1	GCA_900302615.1	GenBank		Scaffold	9243	649757301	2018-03-19		PRJEB12469	SAMEA4028806
Thunnus albacares	yellowfin tuna		8236	ASM90030262v1	GCA_900302625.1	GenBank		Scaffold	16808	728212003	2018-03-21		PRJEB12469	SAMEA4028815
Chatrabus melanurus	pony toadfish		990972	ASM90030263v1	GCA_900302635.1	GenBank		Scaffold	4581	1128442880	2018-03-30		PRJEB12469	SAMEA4028814
Perca fluviatilis	European perch		8168	ASM90030264v1	GCA_900302645.1	GenBank		Scaffold	4140	630662671	2018-03-19		PRJEB12469	SAMEA4028817
Sebastes norvegicus	golden redfish		394699	ASM90030265v1	GCA_900302655.1	GenBank		Scaffold	9467	717740616	2018-03-21		PRJEB12469	SAMEA4028819
Anabas testudineus	climbing perch		64144	ASM90030266v1	GCA_900302665.1	GenBank		Scaffold	18817	524844595	2018-03-19		PRJEB12469	SAMEA4028826
Chaenocephalus aceratus	blackfin icefish		36190	ASM90030267v1	GCA_900302675.1	GenBank		Scaffold	5460	623452208	2018-03-19		PRJEB12469	SAMEA4028820
Spondyliosoma cantharus	black seabream		50595	ASM90030268v1	GCA_900302685.1	GenBank		Scaffold	11633	680472139	2018-03-21		PRJEB12469	SAMEA4028822
Helostoma temminkii	kissing gourami		243708	ASM90030269v1	GCA_900302695.1	GenBank		Scaffold	17055	599808025	2018-03-19		PRJEB12469	SAMEA4028825
Parablennius parvicornis	rock-pool blenny		171872	ASM90030274v1	GCA_900302745.1	GenBank		Scaffold	7343	599249148	2018-03-19		PRJEB12469	SAMEA4028827
Chromis chromis	damselfish		91607	ASM90030275v1	GCA_900302755.1	GenBank		Scaffold	8509	834429411	2018-03-21		PRJEB12469	SAMEA4028828
Mora moro			248765	Mora mora assembly	GCA_900303205.1	GenBank		Scaffold	3267	344961111	2018-03-18		PRJEB12469	SAMEA4028783
Trachyrincus scabrus	roughsnout grenadier		562814	ASM90030321v1	GCA_900303215.1	GenBank		Scaffold	3900	369861760	2018-03-18		PRJEB12469	SAMEA4028781
Laemonema laureysi			1784819	ASM90030322v1	GCA_900303225.1	GenBank		Scaffold	3431	306494646	2018-03-18		PRJEB12469	SAMEA4028784
Arctogadus glacialis	Arctic cod		185735	ASM90030323v1	GCA_900303235.1	GenBank		Scaffold	3282	428791846	2018-03-19		PRJEB12469	SAMEA4028798
Selene dorsalis	African moonfish		179366	ASM90030324v1	GCA_900303245.1	GenBank		Scaffold	11209	528779420	2018-03-19		PRJEB12469	SAMEA4028824
Lesueurigobius sanzi	Sanzo's goby		1365564	ASM90030325v1	GCA_900303255.1	GenBank		Scaffold	6729	810626388	2018-03-21		PRJEB12469	SAMEA4028816
Brotula barbata	bearded brotula		432164	ASM90030326v1	GCA_900303265.1	GenBank		Scaffold	17578	485061200	2018-03-20		PRJEB12469	SAMEA4028811
Antennarius striatus	striated frogfish		241820	ASM90030327v1	GCA_900303275.1	GenBank		Scaffold	6086	441856641	2018-03-19		PRJEB12469	SAMEA4028823
Merluccius merluccius	European hake		8063	ASM90031254v1	GCA_900312545.1	GenBank		Scaffold	3670	401034705	2018-03-18		PRJEB12469	SAMEA4028777
Lamprogrammus exutus			1592065	ASM90031255v1	GCA_900312555.1	GenBank		Scaffold	4213	492850272	2018-03-20		PRJEB12469	SAMEA4028812
Beryx splendens	splendid alfonsino		88663	ASM90031256v1	GCA_900312565.1	GenBank		Scaffold	4286	533267752	2018-03-19		PRJEB12469	SAMEA4028808
Acanthochaenus luetkenii	pricklefish		473344	ASM90031257v1	GCA_900312575.1	GenBank		Scaffold	5636	545759480	2018-03-19		PRJEB12469	SAMEA4028810
Malacocephalus occidentalis	western softhead grenadier		630739	ASM90031258v1	GCA_900312585.1	GenBank		Scaffold	3697	350339566	2018-03-18		PRJEB12469	SAMEA4028787
Guentherus altivela	highfin tadpole fish		1263181	ASM90031259v1	GCA_900312595.1	GenBank		Scaffold	2928	539598795	2018-03-19		PRJEB12469	SAMEA4028767
Stylephorus chordatus	tube-eye		409996	ASM90031261v1	GCA_900312615.1	GenBank		Scaffold	3373	488488587	2018-03-20		PRJEB12469	SAMEA4028774
Merluccius polli	Benguela hake		89951	ASM90031262v1	GCA_900312625.1	GenBank		Scaffold	3471	401149128	2018-03-18		PRJEB12469	SAMEA4028776
Pollachius virens	saithe		8060	ASM90031263v1	GCA_900312635.1	GenBank		Scaffold	3457	394927939	2018-03-18		PRJEB12469	SAMEA4028795
Carapus acus	pearlfish		1491482	ASM90031293v1	GCA_900312935.1	GenBank		Scaffold	9554	387834307	2018-03-18		PRJEB12469	SAMEA4028813
Merluccius capensis	shallow-water Cape hake		89947	ASM90031294v1	GCA_900312945.1	GenBank		Scaffold	3792	414317329	2018-03-18		PRJEB12469	SAMEA4028778
Myoxocephalus scorpius	shorthorn sculpin		8097	ASM90031295v1	GCA_900312955.1	GenBank		Scaffold	5716	520316443	2018-03-19		PRJEB12469	SAMEA4028818
Molva molva	ling		163112	ASM90032329v1	GCA_900323295.1	GenBank		Scaffold	4136	437480619	2018-03-26		PRJEB12469	SAMEA4028791
Trachyrincus murrayi	roughnose grenadier		241836	ASM90032330v1	GCA_900323305.1	GenBank		Scaffold	6231	452416606	2018-03-26		PRJEB12469	SAMEA4028782
Symphodus melops	corkwing wrasse		171736	ASM90032331v1	GCA_900323315.1	GenBank		Scaffold	9362	533823763	2018-03-26		PRJEB12469	SAMEA4028821
Zeus faber	John dory		64108	ASM90032333v1	GCA_900323335.1	GenBank		Scaffold	4642	610433400	2018-03-26		PRJEB12469	SAMEA4028772
Pseudochromis fuscus	brown dottyback		280673	ASM90032334v1	GCA_900323345.1	GenBank		Scaffold	12029	657041210	2018-03-26		PRJEB12469	SAMEA4028829
Merlangius merlangus	whiting		8058	ASM90032335v1	GCA_900323355.1	GenBank		Scaffold	3538	423942190	2018-03-26		PRJEB12469	SAMEA4028797
Monocentris japonicus	pineconefish		181435	ASM90032336v1	GCA_900323365.1	GenBank		Scaffold	8046	556023515	2018-03-26		PRJEB12469	SAMEA4028804
Benthosema glaciale	glacier lanternfish		125796	ASM90032337v1	GCA_900323375.1	GenBank		Scaffold	4393	676314385	2018-03-26		PRJEB12469	SAMEA4028768
Anabas testudineus	climbing perch	sex: male	64144	fAnaTes1.2	GCA_900324465.2	GenBank		Chromosome	7055436	555641398	2018-12-19		PRJEB25768	SAMEA104026376
Mastacembelus armatus	zig-zag eel		205130	fMasArm1.2	GCA_900324485.2	GenBank		Chromosome	8014513	591935101	2019-03-16		PRJEB25769	SAMEA104026378
Nibea albiflora	white flower croaker		240163	Nibea albiflora v1.0	GCA_900327885.1	GenBank		Scaffold	55145	574466150	2018-12-05		PRJEB24302	SAMEA1067819
Simochromis diagramma			43689	fSimDia1.1	GCA_900408965.1	GenBank		Scaffold	2231376	848827444	2018-06-18		PRJEB26682	SAMEA104026415
Epinephelus coioides	orange-spotted grouper		94232	Grouper	GCA_900536245.1	GenBank		Scaffold	2494056	1023559032	2019-12-05		PRJEB28248	SAMEA4836213
Trachinotus ovatus	derbio		173339	golden pompano genome assembly version 2	GCA_900607315.1	GenBank		Scaffold	1846793	648062395	2018-12-02		PRJEB22654	SAMEA104304870
Hypoplectrus puella	barred hamlet		146810	HP_genome_unmasked_01	GCA_900610375.1	GenBank		Scaffold	22581	612290098	2018-12-12		PRJEB27858	SAMEA4799755
Cottoperca gobio			56716	fCotGob3.1	GCA_900634415.1	GenBank		Chromosome	6330900	609391784	2019-02-06		PRJEB30248	SAMEA104242975
Cottoperca gobio			56716	fCotGob3.1 alternate haplotype	GCA_900634435.1	GenBank		Scaffold	107516	671265480	2019-02-07		PRJEB30256	SAMEA104242975
Parambassis ranga	Indian glassy fish		210632	fParRan2.2	GCA_900634625.2	GenBank		Chromosome	5080925	551012959	2020-07-31		PRJEB30257	SAMEA4675621
Gouania willdenowi	blunt-snouted clingfish		441366	fGouWil2.2	GCA_900634775.2	GenBank		Chromosome	1838341	937150793	2020-07-31		PRJEB30359	SAMEA104026382
Betta splendens	Siamese fighting fish		158456	fBetSpl5.3	GCA_900634795.3	GenBank		Chromosome	2497747	441371523	2020-08-25		PRJEB30365	SAMEA104381735
Anabas testudineus	climbing perch		64144	fAnaTes1.2 alternate haplotype	GCA_900650485.1	GenBank		Scaffold	1056890	539091056	2019-02-07		PRJEB30391	SAMEA104026376
Gouania willdenowi	blunt-snouted clingfish		441366	fGouWil2.1 alternate haplotype	GCA_900650505.1	GenBank		Scaffold	173852	759272921	2019-02-07		PRJEB30360	SAMEA104026382
Parambassis ranga	Indian glassy fish		210632	fParRan2.1 alternate haplotype	GCA_900651595.1	GenBank		Scaffold	409592	486545135	2019-02-12		PRJEB30258	SAMEA4675621
Betta splendens	Siamese fighting fish		158456	fBetSpl5.1 alternate haplotype	GCA_900651605.1	GenBank		Scaffold	316502	426643682	2019-02-07		PRJEB30366	SAMEA104381735
Diretmus argenteus	silver spinyfin		88682	Diretmus_argenteus_assembly	GCA_900660295.1	GenBank		Scaffold	2172	302363458	2019-06-15		PRJEB30779	SAMEA5226238
Cetomimus sp. NI1144			115865	Opsanus_beta_assembly	GCA_900660305.1	GenBank		Scaffold	2690	404871927	2019-06-15		PRJEB30779	SAMEA5226236
Diretmoides pauciradiatus			1415272	Diretmoides_pauciradiatus_assembly	GCA_900660315.1	GenBank		Scaffold	4028	672603014	2019-06-19		PRJEB30779	SAMEA5226239
Opsanus beta	Gulf toadfish		95145	Opsanus_beta_assembly	GCA_900660325.1	GenBank		Scaffold	3062	1028783780	2019-06-19		PRJEB30779	SAMEA5226235
Hoplostethus atlanticus	orange roughy		96778	Hoplostethus_atlanticus_assembly	GCA_900660355.1	GenBank		Scaffold	7812	520173038	2019-06-18		PRJEB30779	SAMEA5226241
Gephyroberyx darwinii	Darwin's slimehead		334984	Gephyroberyx_darwinii_assembly	GCA_900660455.1	GenBank		Scaffold	8514	535045983	2019-06-18		PRJEB30779	SAMEA5226240
Anoplogaster cornuta	common fangtooth		88656	Anoplogaster_cornuta_assembly	GCA_900683385.1	GenBank		Scaffold	3719	404844788	2019-06-15		PRJEB30779	SAMEA5226237
Mastacembelus armatus	zig-zag eel		205130	fMasArm1.2 alternate haplotype	GCA_900700395.1	GenBank		Contig	33448	43703874	2019-04-01		PRJEB31553	SAMEA104026378
Sparus aurata	gilthead seabream		8175	fSpaAur1.1	GCA_900880675.1	GenBank		Chromosome	2862625	833578411	2019-07-30		PRJEB31901	SAMEA104384835
Sparus aurata	gilthead seabream		8175	fSpaAur1.1 alternate haplotype	GCA_900880695.1	GenBank		Scaffold	152708	668417842	2019-07-11		PRJEB31902	SAMEA104384835
Echeneis naucrates	live sharksucker		173247	fEcheNa1.1	GCA_900963305.1	GenBank		Chromosome	12371513	544212633	2019-04-11		PRJEB31992	SAMEA4966390
Echeneis naucrates	live sharksucker		173247	fEcheNa1.1 alternate haplotype	GCA_900963505.1	GenBank		Scaffold	889301	528272450	2019-04-11		PRJEB31993	SAMEA4966390
Takifugu rubripes	torafugu		31033	fTakRub1.2	GCA_901000725.2	GenBank		Chromosome	3136617	384110215	2019-06-05		PRJEB31988	SAMEA104384834
Takifugu rubripes	torafugu		31033	fTakRub1.2 alternate haplotype	GCA_901000745.3	GenBank		Scaffold	266405	350016965	2019-06-05		PRJEB31989	SAMEA104384834
Aeoliscus strigatus	razorfish		270546	Aeoliscus_strigatus_assembly	GCA_901007665.1	GenBank		Scaffold	15935	381315519	2020-04-15		PRJEB32126	SAMEA5563349
Fistularia tabacaria	cornetfish		1046056	Fistularia_tabacaria_assembly	GCA_901007705.1	GenBank		Scaffold	17669	593175436	2020-04-15		PRJEB32126	SAMEA5563353
Dactylopterus volitans	flying gurnard		94924	Dactylopterus_volitans_assembly	GCA_901007715.1	GenBank		Scaffold	8271	576982700	2020-04-15		PRJEB32126	SAMEA5563350
Hippocampus kuda	spotted seahorse		103715	Hippocampus_kuda_assembly	GCA_901007745.1	GenBank		Scaffold	10411	444947940	2020-04-15		PRJEB32126	SAMEA5563355
Dunckerocampus dactyliophorus	ringed pipefish		161453	Doryramphus_dactylophorus_assembly	GCA_901007775.1	GenBank		Scaffold	27594	618747239	2020-04-15		PRJEB32126	SAMEA5563351
Entelurus aequoreus	snake pipefish		161455	Entelurus_aequoreus_assembly	GCA_901007785.1	GenBank		Scaffold	3393	556773907	2020-04-15		PRJEB32126	SAMEA5563352
Hippocampus whitei	White's seahorse		109292	Hippocampus_whitei_assembly	GCA_901007805.1	GenBank		Scaffold	10333	432755118	2020-04-15		PRJEB32126	SAMEA5563354
Mullus surmuletus	striped red mullet		87757	Mullus_surmuletus_assembly	GCA_901007815.1	GenBank		Scaffold	7238	469313838	2020-04-15		PRJEB32126	SAMEA5563357
Macroramphosus scolopax	longspine snipefish		206124	Macroramphorus_scolopax_assembly	GCA_901007825.1	GenBank		Scaffold	13365	417659696	2020-04-15		PRJEB32126	SAMEA5563356
Syngnathus rostellatus	Nilsson's pipefish		161589	Syngnathus_rostellatus_assembly	GCA_901007895.1	GenBank		Scaffold	14947	283186098	2020-04-15		PRJEB32126	SAMEA5563359
Nerophis ophidion	straightnose pipefish		159077	Nerophis_ophidion_assembly	GCA_901007905.1	GenBank		Scaffold	5245	976361201	2020-04-15		PRJEB32126	SAMEA5563358
Syngnathus typhle	broad-nosed pipefish		161592	Syngnathus_typhle_assembly	GCA_901007915.1	GenBank		Scaffold	25809	314580961	2020-04-15		PRJEB32126	SAMEA5563360
Syngnathus acus	greater pipefish		161584	fSynAcu1.2	GCA_901709675.2	GenBank		Chromosome	11959915	324331233	2020-07-31		PRJEB32741	SAMEA104381750
Syngnathus acus	greater pipefish		161584	fSynAcu1.1 alternate haplotype	GCA_901709685.1	GenBank		Scaffold	169498	234858432	2019-06-02		PRJEB32742	SAMEA104381750
Myripristis murdjan	pinecone soldierfish		586833	fMyrMur1.1 alternate haplotype	GCA_902148815.1	GenBank		Scaffold	612296	819084930	2019-07-03		PRJEB33187	SAMEA4872133
Sphaeramia orbicularis	orbiculate cardinalfish		375764	fSphaOr1.1 alternate haplotype	GCA_902148825.1	GenBank		Scaffold	246057	1135435641	2019-07-03		PRJEB33176	SAMEA4966328
Salarias fasciatus	jewelled blenny		181472	fSalaFa1.1 alternate haplotype	GCA_902148835.1	GenBank		Scaffold	421533	894675777	2019-07-03		PRJEB33183	SAMEA4966329
Salarias fasciatus	jewelled blenny		181472	fSalaFa1.1	GCA_902148845.1	GenBank		Chromosome	2597836	797490645	2019-07-03		PRJEB33184	SAMEA4966329
Sphaeramia orbicularis	orbiculate cardinalfish		375764	fSphaOr1.1	GCA_902148855.1	GenBank		Chromosome	2360121	1342662642	2019-07-03		PRJEB33177	SAMEA4966328
Myripristis murdjan	pinecone soldierfish		586833	fMyrMur1.1	GCA_902150065.1	GenBank		Chromosome	14475636	835254674	2019-07-03		PRJEB33188	SAMEA4872133
Gadus morhua	Atlantic cod		8049	gadMor3.0 alternate haplotype	GCA_902167395.1	GenBank		Scaffold	278226	584119146	2019-07-16		PRJEB33454	SAMEA5574046
Gadus morhua	Atlantic cod		8049	gadMor3.0	GCA_902167405.1	GenBank		Chromosome	1015663	669949713	2019-07-16		PRJEB33455	SAMEA5574046
Nibea albiflora	white flower croaker		240163	YD_2	GCA_902410095.1	GenBank		Chromosome	535445	595676849	2021-01-28		PRJEB33909	SAMEA5857982
Thalassophryne amazonica			390379	fThaAma1.1 alternate haplotype	GCA_902500245.1	GenBank		Scaffold	119171	1767810094	2019-09-30		PRJEB34605	SAMEA104129913
Thalassophryne amazonica			390379	fThaAma1.1	GCA_902500255.1	GenBank		Chromosome	2329598	2446592878	2019-09-30		PRJEB34606	SAMEA104129913
Pungitius pungitius	ninespine stickleback		134920	NSP_V7	GCA_902500615.3	GenBank		Scaffold	2775277	466582808	2020-10-12		PRJEB33823	SAMEA5986199
Neostethus bicornis			300306	fNeoBic2.1 alternate haplotype	GCA_902685365.1	GenBank		Scaffold	960770	747174145	2019-11-26		PRJEB35382	SAMEA104240207
Neostethus bicornis			300306	fNeoBic2.1	GCA_902685375.1	GenBank		Chromosome	23089617	778440790	2019-11-26		PRJEB35383	SAMEA104240207
Petrochromis trewavasae	threadfin cichlid		244518	PTv1.0	GCA_902810495.1	GenBank		Scaffold	46763	917573940	2020-04-15		PRJEB37068	SAMEA6604288
Tropheus moorii	blunthead cichlid		8150	TMv1.0	GCA_902810505.1	GenBank		Scaffold	32181	911126605	2020-04-15		PRJEB37068	SAMEA6604290
