transcript	gene	cds_length	mrna_length	is_longest	f0	f2	f3	f4
rna-XM_031569636.1	gene-bnc1	2973	11517	no	1933	561	35	444
rna-XM_012814841.2	gene-hdgfl3	624	9520	yes	407	125	6	86
rna-XM_012814842.2	gene-hdgfl3	621	9519	no	405	124	6	86
rna-XM_012814762.2	gene-tm6sf1	1026	6379	no	661	170	25	170
rna-XM_031569639.1	gene-tm6sf1	924	6373	no	591	156	19	158
rna-XM_031569637.1	gene-tm6sf1	1107	6366	yes	712	184	27	184
rna-XM_012814838.2	gene-btbd1	1458	4989	yes	939	269	23	227
rna-XM_012814839.2	gene-btbd1	1395	4988	no	898	258	22	217
rna-XM_031569646.1	gene-ramac	351	3120	yes	227	75	1	48
rna-XM_031569645.1	gene-ramac	351	1981	no	227	75	1	48
rna-XM_031569644.1	gene-ramac	351	1975	no	227	75	1	48
rna-XM_031569642.1	gene-homer2	1098	27496	yes	708	232	14	144
rna-XM_031569643.1	gene-homer2	1065	27172	no	686	225	14	140
rna-XM_012814837.2	gene-whamm	2352	13404	yes	1492	503	31	326
rna-XM_031569640.1	gene-fsd2	2082	6624	yes	1356	401	33	292
rna-XM_031569641.1	gene-LOC105889120	1722	5870	yes	1122	271	13	316
rna-XM_012814946.2	gene-pde8a	2463	37673	yes	1590	479	60	334
rna-XM_012814917.2	gene-gatm	1278	4249	yes	849	209	25	195
rna-XM_012814916.2	gene-LOC105889131	1860	13747	yes	1201	341	44	274
rna-XM_031569652.1	gene-LOC116217908	588	3304	yes	370	116	9	93
rna-XM_031568642.1	gene-LOC105889005	495	2008	yes	321	96	10	68
rna-XM_012814794.2	gene-LOC105889037	1857	6990	yes	1187	353	45	272
rna-XM_031568643.1	gene-hdc	1893	4745	yes	1229	337	33	294
rna-XM_031569651.1	gene-gabpb1	1080	11184	no	699	182	21	178
rna-XM_031569650.1	gene-gabpb1	1104	10491	yes	716	187	21	180
rna-XM_012814816.2	gene-gabpb1	1077	10491	no	699	182	21	175
rna-XM_012814850.2	gene-usp8	3201	15439	yes	2062	627	37	475
rna-XM_031569649.1	gene-usp8	3201	12612	no	2062	627	37	475
rna-XM_031569647.1	gene-usp8	3201	12514	no	2062	627	37	475
rna-XM_031569654.1	gene-trpm7	6051	32914	no	3889	1114	97	951
rna-XM_031569657.1	gene-trpm7	5688	32914	no	3655	1054	96	883
rna-XM_031569656.1	gene-trpm7	6015	32914	no	3869	1102	97	947
rna-XM_031569655.1	gene-trpm7	6018	32914	no	3870	1104	97	947
rna-XM_031569653.1	gene-trpm7	6072	32914	yes	3902	1117	97	956
rna-XM_031568644.1	gene-LOC116220690	843	5055	yes	541	165	11	126
rna-XM_031569660.1	gene-fgf7	612	12411	no	391	121	15	85
rna-XM_031569658.1	gene-fgf7	612	12411	no	391	121	15	85
rna-XM_012814768.2	gene-fgf7	612	12411	yes	391	121	15	85
rna-XM_031569659.1	gene-fgf7	612	8791	no	391	121	15	85
rna-XM_031568645.1	gene-secisbp2l	1950	8956	yes	1257	356	25	312
rna-XM_012814769.2	gene-shc4	1668	15147	yes	1052	305	15	296
rna-XM_012814881.2	gene-fbn1	8703	59563	yes	5696	1699	120	1188
rna-XM_012814807.2	gene-dut	630	3158	yes	407	104	10	109
rna-XM_012814808.2	gene-dut	525	3527	no	340	90	8	87
rna-XM_012814787.2	gene-slc12a1	3057	11133	yes	1986	504	66	501
rna-XM_031569661.1	gene-myef2	1803	7998	yes	1215	276	18	294
rna-XM_012814922.2	gene-myef2	1734	7998	no	1166	272	18	278
rna-XM_012814770.2	gene-slc24a5	1542	4072	yes	1004	254	42	242
rna-XM_031569662.1	gene-sema6d	3156	16658	no	2041	569	45	501
rna-XM_012814790.2	gene-sema6d	3213	16658	yes	2078	578	45	512
rna-XM_031569663.1	gene-sema6d	3045	16657	no	1967	554	42	482
rna-XM_031569664.1	gene-sema6d	2988	16656	no	1930	545	42	471
rna-XM_031569665.1	gene-dmxl2	9267	45430	yes	6023	1527	125	1592
rna-XM_012814872.2	gene-LOC105889106	1653	5338	yes	1070	293	21	269
rna-XM_012814772.2	gene-LOC105889015	1575	3616	yes	1006	300	35	234
rna-XM_012814830.2	gene-LOC105889071	609	22951	yes	391	126	11	81
rna-XM_012814845.2	gene-sin3a	3834	13838	yes	2470	728	53	583
rna-XM_012814848.2	gene-LOC105889088	420	4787	yes	275	79	6	60
rna-XM_012814846.2	gene-slc25a44	948	3775	yes	623	141	21	163
rna-XM_012814847.2	gene-psma4	786	3936	yes	503	168	13	102
rna-XM_031569666.1	gene-LOC105889067	1872	16084	yes	1192	334	41	305
rna-XM_012814827.2	gene-LOC105889067	1869	16084	no	1190	333	41	305
rna-XM_012814773.2	gene-LOC105889016	426	1420	yes	270	87	4	65
rna-XM_031569667.1	gene-LOC105889017	2043	34238	yes	1307	359	38	339
rna-XM_031568710.1	gene-LOC116220727	651	1500	yes	414	122	7	108
rna-XM_031569668.1	gene-trpm5	3657	11210	yes	2356	693	60	548
rna-XM_031569676.1	gene-LOC105889020	918	3697	no	580	179	14	145
rna-XM_012814776.2	gene-LOC105889020	963	3694	yes	611	189	15	148
rna-XM_031569673.1	gene-LOC105889045	1605	3605	yes	1034	317	12	242
rna-XM_031569674.1	gene-LOC105889045	1605	3462	no	1034	317	12	242
rna-XM_031569672.1	gene-LOC105889045	1605	3462	no	1034	317	12	242
rna-XM_031569675.1	gene-LOC105889045	1605	3462	no	1034	317	12	242
rna-XM_031569671.1	gene-ttc17	3567	15112	no	2288	653	43	583
rna-XM_031569670.1	gene-ttc17	3570	15111	yes	2290	654	43	583
rna-XM_012814965.2	gene-LOC105889166	963	22616	yes	623	144	23	173
rna-XM_031569678.1	gene-LOC105889069	1890	21271	yes	1209	344	40	297
rna-XM_012814968.2	gene-apip	735	4158	yes	479	132	13	111
rna-XM_031569679.1	gene-LOC105889022	1614	4480	yes	1059	266	16	273
rna-XM_031569680.1	gene-LOC105889022	1554	4480	no	1021	257	14	262
rna-XM_031569681.1	gene-LOC105889053	1614	14051	no	1046	254	49	265
rna-XM_012814810.2	gene-LOC105889053	1644	14050	yes	1068	251	50	275
rna-XM_012814781.2	gene-LOC105889023	2310	9606	no	1490	431	27	362
rna-XM_031569684.1	gene-LOC105889023	2352	9604	no	1520	440	28	364
rna-XM_031569683.1	gene-LOC105889023	2484	7241	yes	1605	464	29	386
rna-XM_031569685.1	gene-LOC105889024	1188	2243	yes	750	249	23	166
rna-XM_012814831.2	gene-LOC105889072	975	8788	yes	625	173	9	168
rna-XM_012814783.2	gene-LOC105889025	615	2063	yes	394	125	5	91
rna-XM_031569686.1	gene-LOC105889026	2463	4791	yes	1578	515	58	312
rna-XM_031569687.1	gene-LOC116220828	336	2398	yes	213	69	7	47
rna-XM_031568646.1	gene-LOC116220691	12834	14401	yes	8449	983	133	3269
rna-XM_031568647.1	gene-LOC116220692	603	2056	yes	396	109	12	86
rna-XM_031569688.1	gene-LOC105889027	678	3091	yes	441	129	14	94
rna-XM_031568648.1	gene-LOC116220693	624	1833	yes	407	113	14	90
rna-XM_031568649.1	gene-LOC105889073	609	1771	yes	400	114	12	83
rna-XM_031568650.1	gene-LOC116220694	675	1356	yes	442	126	20	87
rna-XM_031568651.1	gene-LOC116220695	1392	1434	yes	915	168	16	293
rna-XM_031568652.1	gene-LOC105903812	3864	11264	yes	2545	741	63	515
rna-XM_012817256.2	gene-ap2a2	2862	17563	yes	1832	512	57	461
rna-XM_031569689.1	gene-LOC105891114	762	11454	no	493	143	22	104
rna-XM_012817257.2	gene-LOC105891114	762	11454	yes	493	143	22	104
rna-XM_031569690.1	gene-LOC105891114	762	11454	no	493	143	22	104
rna-XM_012817258.2	gene-LOC105891114	762	11454	no	493	143	22	104
rna-XM_012817269.2	gene-taldo1	1014	6846	yes	661	182	19	152
rna-XM_012817248.2	gene-tspan4	717	46633	yes	464	120	15	118
rna-XM_031569692.1	gene-ddb1	3423	18886	yes	2206	596	68	553
rna-XM_031569693.1	gene-luzp2	1041	76022	yes	663	228	15	135
rna-XM_031569695.1	gene-LOC105891092	492	7273	yes	313	92	8	79
rna-XM_031569696.1	gene-LOC105891092	492	7273	no	313	92	8	79
rna-XM_012817230.2	gene-LOC105891092	492	7272	no	313	92	8	79
rna-XM_031569697.1	gene-LOC105891092	417	5900	no	266	76	9	66
rna-XM_031569698.1	gene-dagla	3291	38123	yes	2108	540	43	600
rna-XM_031569699.1	gene-dagla	3291	37284	no	2108	540	43	600
rna-XM_031569700.1	gene-dagla	2688	22668	no	1729	436	31	492
rna-XM_031569702.1	gene-polr2l	204	2187	yes	127	44	4	29
rna-XM_012817250.2	gene-polr2l	204	1994	no	127	44	4	29
rna-XM_012817277.2	gene-cpsf7	1428	4398	yes	916	261	15	236
rna-XM_012817244.2	gene-sdhaf2	483	2572	yes	309	96	7	71
rna-XM_031569704.1	gene-LOC105891090	1797	78025	no	1160	309	17	311
rna-XM_031569703.1	gene-LOC105891090	1953	78025	yes	1261	335	17	340
rna-XM_031568712.1	gene-LOC105891110	942	4137	yes	588	163	17	174
rna-XM_031569705.1	gene-rplp2	351	1928	yes	232	50	4	65
rna-XM_012817259.2	gene-fth1	534	4117	yes	343	120	5	66
rna-XM_012817242.2	gene-LOC105891103	1161	22206	yes	750	245	18	148
rna-XM_031569707.1	gene-LOC105891103	1059	22206	no	681	225	17	136
rna-XM_031569708.1	gene-LOC105891103	1056	5371	no	684	218	16	138
rna-XM_012817227.2	gene-LOC105891089	1146	1476	yes	747	202	22	175
rna-XM_012817226.2	gene-LOC105891088	753	4921	yes	488	130	7	128
rna-XM_031569710.1	gene-LOC105891088	753	4624	no	488	130	7	128
rna-XM_012817274.2	gene-LOC105891124	1785	6336	yes	1121	369	20	275
rna-XM_031569711.1	gene-adamtsl3	5364	112418	yes	3451	953	55	905
rna-XM_031569713.1	gene-adamtsl3	5364	111942	no	3451	953	55	905
rna-XM_031569712.1	gene-adamtsl3	5364	111942	no	3451	953	55	905
rna-XM_012817264.2	gene-saxo2	1401	3317	yes	920	265	14	202
rna-XM_031569717.1	gene-saxo2	1308	2222	no	859	249	12	188
rna-XM_031569714.1	gene-efl1	3432	69064	yes	2211	615	50	556
rna-XM_031569716.1	gene-efl1	3432	68968	no	2211	615	50	556
rna-XM_031569715.1	gene-efl1	3432	68964	no	2211	615	50	556
rna-XM_012817239.2	gene-mex3b	1635	4077	yes	1060	260	23	292
rna-XM_031568713.1	gene-tmc3	3669	20321	yes	2359	663	75	572
rna-XM_012817240.2	gene-stard5	630	3155	yes	416	109	8	97
rna-XM_031569721.1	gene-il16	2670	6792	no	1720	453	20	477
rna-XM_031569720.1	gene-il16	2670	6790	no	1720	453	20	477
rna-XM_031569719.1	gene-il16	2721	6790	yes	1754	461	20	486
rna-XM_031568653.1	gene-cemip	3567	66328	yes	2334	612	53	568
rna-XM_012817265.2	gene-abhd17c	885	23120	yes	572	153	14	146
rna-XM_031569724.1	gene-arnt2	2166	40674	no	1425	357	28	356
rna-XM_031569722.1	gene-arnt2	2220	40674	yes	1462	366	29	363
rna-XM_012817237.2	gene-fah	1341	10205	yes	865	249	21	206
rna-XM_012817271.2	gene-zfand6	636	9342	yes	411	123	9	93
rna-XM_031569725.1	gene-zfand6	636	9021	no	411	123	9	93
rna-XM_012817245.2	gene-mthfs	600	4877	yes	382	127	12	79
rna-XM_031569726.1	gene-minar1	2694	13895	no	1734	547	28	385
rna-XM_012817252.2	gene-minar1	2694	13895	yes	1734	547	28	385
rna-XM_012817221.2	gene-adamts17	3342	70838	yes	2168	619	34	521
rna-XM_031569729.1	gene-LOC105891127	1185	12632	yes	773	236	21	155
rna-XM_031569728.1	gene-LOC105891127	1185	12260	no	773	236	21	155
rna-XM_012817220.2	gene-lins1	2058	3689	yes	1299	422	20	317
rna-XM_031569730.1	gene-LOC105891082	4245	48909	yes	2786	747	43	669
rna-XM_031569732.1	gene-kars1	1731	7703	no	1120	343	25	243
rna-XM_031569731.1	gene-kars1	1827	7663	yes	1179	356	26	266
rna-XM_012817280.2	gene-gcsh	525	3800	yes	339	92	6	88
rna-XM_031569734.1	gene-gcsh	387	3798	no	253	66	5	63
rna-XM_012817263.2	gene-rpl13	636	4628	yes	408	114	10	104
rna-XM_031568654.1	gene-LOC105891080	10458	21501	yes	6922	1386	124	2026
rna-XM_031569735.1	gene-LOC116220835	1833	4897	yes	1208	348	34	243
rna-XM_031569738.1	gene-LOC105891079	2802	57206	no	1817	532	62	391
rna-XM_031569739.1	gene-LOC105891079	2802	57206	no	1817	532	62	391
rna-XM_031569736.1	gene-LOC105891079	2916	52062	yes	1890	562	63	401
rna-XM_031569740.1	gene-LOC105891079	2775	52062	no	1798	532	62	383
rna-XM_031569737.1	gene-LOC105891079	2802	51714	no	1817	532	62	391
rna-XM_031568656.1	gene-trpm1	4860	62171	yes	3152	903	92	713
rna-XM_031569741.1	gene-LOC116220836	393	3700	yes	256	80	2	55
rna-XM_031569742.1	gene-LOC105891077	1335	22852	yes	864	209	45	217
rna-XM_031569743.1	gene-LOC105891076	1065	27720	yes	690	201	22	152
rna-XM_031569744.1	gene-tradd	870	20262	yes	545	176	15	134
rna-XM_012817243.2	gene-tradd	870	20122	no	545	176	15	134
rna-XM_031568657.1	gene-LOC116220696	894	1433	yes	568	165	22	139
rna-XM_031569745.1	gene-ogfod1	1584	17570	yes	1006	347	12	219
rna-XM_031569746.1	gene-ogfod1	1347	13822	no	856	292	11	188
rna-XM_031569749.1	gene-vrk3	1476	22276	no	952	275	20	229
rna-XM_031569747.1	gene-vrk3	1584	22275	yes	1027	289	20	248
rna-XM_031569750.1	gene-vrk3	1371	22275	no	880	262	18	211
rna-XM_031569752.1	gene-cenpt	1698	8579	no	1106	314	33	245
rna-XM_031569751.1	gene-cenpt	1701	8579	no	1107	319	30	245
rna-XM_012842371.2	gene-cenpt	1785	8579	yes	1162	334	34	255
rna-XM_031568658.1	gene-LOC105913305	822	10621	yes	517	159	4	142
rna-XM_031569753.1	gene-LOC105913306	1677	24484	yes	1073	359	14	231
rna-XM_012842357.2	gene-LOC105913306	1674	24484	no	1071	359	14	230
rna-XM_031569754.1	gene-LOC105913306	1569	24115	no	999	333	11	226
rna-XM_031569755.1	gene-LOC105913306	1566	24115	no	997	333	11	225
rna-XM_031569758.1	gene-LOC105913313	1095	8713	yes	706	172	18	199
rna-XM_031569757.1	gene-LOC105913313	1095	7041	no	706	172	18	199
rna-XM_031568659.1	gene-dnaaf1	996	6161	yes	630	208	21	137
rna-XM_012842362.2	gene-LOC105913311	633	6101	yes	412	128	8	85
rna-XM_031569759.1	gene-cog4	2319	23135	yes	1488	478	39	314
rna-XM_012842368.2	gene-LOC105913318	855	4886	yes	546	189	10	110
rna-XM_031569760.1	gene-gtf2a2	318	13843	no	201	64	4	49
rna-XM_012842359.2	gene-gtf2a2	330	13834	yes	209	64	4	53
rna-XM_012842365.2	gene-fbxo22	1143	22039	yes	728	202	13	200
rna-XM_012842360.2	gene-LOC105913309	1341	3395	yes	860	242	19	220
rna-XM_031569761.1	gene-vps13c	11496	127742	yes	7423	2144	188	1741
rna-XM_012842369.2	gene-dhcr7	1422	18438	yes	938	237	33	214
rna-XM_031569762.1	gene-nadsyn1	1833	28000	no	1181	359	28	265
rna-XM_012842375.2	gene-nadsyn1	2103	34492	yes	1364	407	34	298
rna-XM_031569763.1	gene-LOC105913315	2295	34453	no	1467	434	54	340
rna-XM_012842367.2	gene-LOC105913315	2373	34452	yes	1515	454	55	349
rna-XM_031570032.1	gene-LOC105889726	1791	28591	no	1155	323	11	302
rna-XM_031570033.1	gene-LOC105889726	1731	28591	no	1115	314	11	291
rna-XM_031570034.1	gene-LOC105889726	1584	24703	no	1021	285	7	271
rna-XM_031570031.1	gene-LOC105889726	1803	24701	yes	1163	325	11	304
rna-XM_031569847.1	gene-LOC116220933	333	3795	yes	218	53	6	56
rna-XM_031570035.1	gene-polr3d	1179	14278	yes	752	221	13	193
rna-XM_012823603.2	gene-gatc	558	5866	yes	350	115	7	86
rna-XM_012823600.2	gene-tctn2	1746	21967	yes	1123	312	31	280
rna-XM_031570036.1	gene-tctn2	1743	21966	no	1121	312	31	279
rna-XM_031570037.1	gene-LOC105896800	5562	38186	yes	3525	1088	65	884
rna-XM_031570038.1	gene-LOC105896800	5559	38186	no	3525	1086	64	884
rna-XM_031570039.1	gene-LOC105896800	4872	36269	no	3099	935	58	780
rna-XM_031570042.1	gene-atp6v0a2	2547	39943	no	1639	499	55	354
rna-XM_031570040.1	gene-atp6v0a2	2547	39943	yes	1639	499	55	354
rna-XM_031571155.1	gene-LOC105889733	1149	16793	yes	739	221	22	167
rna-XM_012815641.2	gene-pxmp2	585	6095	yes	366	126	5	88
rna-XM_012815638.2	gene-LOC105889728	3150	14726	yes	2005	589	24	532
rna-XM_031571156.1	gene-LOC105889729	1407	1406	yes	881	244	18	264
rna-XM_012823673.2	gene-dao	1038	14318	yes	671	190	22	155
rna-XM_031570043.1	gene-dao	1038	14165	no	671	190	22	155
rna-XM_031570044.1	gene-svop	1665	32468	yes	1080	273	29	283
rna-XM_031570045.1	gene-svop	1377	30865	no	893	224	27	233
rna-XM_031570046.1	gene-usp30	1392	16708	yes	886	283	15	208
rna-XM_031569849.1	gene-LOC116220934	684	2410	yes	445	106	11	122
rna-XM_031570047.1	gene-sart3	2781	35037	yes	1782	572	35	392
rna-XM_031570048.1	gene-ficd	1350	6244	no	865	230	26	229
rna-XM_012823672.2	gene-ficd	1350	6244	yes	865	230	26	229
rna-XM_031570049.1	gene-LOC105896860	1344	32654	yes	874	265	16	189
rna-XM_031570050.1	gene-LOC105896860	1338	32654	no	870	264	16	188
rna-XM_031571158.1	gene-LOC116221198	1152	2537	yes	736	255	14	147
rna-XM_031571159.1	gene-LOC116221199	846	4848	yes	537	178	10	121
rna-XM_012835916.2	gene-gins4	657	6401	yes	428	137	12	80
rna-XM_031570052.1	gene-dnah10	13773	83558	yes	8929	2628	266	1950
rna-XM_031570054.1	gene-LOC116221050	1443	43175	no	931	195	13	304
rna-XM_031570053.1	gene-LOC116221050	1449	43175	yes	934	198	9	308
rna-XM_031570055.1	gene-LOC116221050	1314	39770	no	848	179	12	275
rna-XM_012835912.2	gene-rhbdd3	1059	3886	yes	678	175	19	187
rna-XM_012835937.2	gene-mccc2	1704	16450	yes	1091	300	38	275
rna-XM_031570057.1	gene-hspb11	402	2766	yes	264	70	9	59
rna-XM_012835936.2	gene-LOC105907574	777	6930	yes	506	142	9	120
rna-XM_031570058.1	gene-LOC105907539	915	10988	yes	590	186	10	129
rna-XM_031570059.1	gene-LOC105907539	786	10697	no	506	162	10	108
rna-XM_031570064.1	gene-LOC105907540	1107	13587	no	708	224	7	168
rna-XM_031570065.1	gene-LOC105907540	1107	13587	no	708	224	7	168
rna-XM_031570061.1	gene-LOC105907540	1107	13587	no	708	224	7	168
rna-XM_031570062.1	gene-LOC105907540	1107	13587	no	708	224	7	168
rna-XM_031570060.1	gene-LOC105907540	1107	13587	yes	708	224	7	168
rna-XM_031570063.1	gene-LOC105907540	1107	13236	no	708	224	7	168
rna-XM_031571160.1	gene-LOC105907541	2028	10143	yes	1330	358	33	307
rna-XM_031570066.1	gene-naaa	1038	12683	yes	680	181	23	154
rna-XM_031570067.1	gene-LOC105907542	2175	13150	yes	1389	429	41	316
rna-XM_012835899.2	gene-mfsd10	1416	17582	yes	910	230	24	252
rna-XM_031570069.1	gene-mboat4	1284	9975	yes	832	226	25	201
rna-XM_012835917.2	gene-gldc	3066	20775	yes	1992	550	59	465
rna-XM_012835918.2	gene-coq2	1149	4973	yes	742	195	25	187
rna-XM_031570070.1	gene-coq2	1149	4871	no	742	195	25	187
rna-XM_012835919.2	gene-mak16	945	4746	yes	615	213	18	99
rna-XM_012835947.2	gene-tti2	1554	4255	yes	986	298	28	242
rna-XM_031569850.1	gene-slc18a1	1611	11192	yes	1052	239	38	282
rna-XM_031570072.1	gene-LOC105907573	495	3613	yes	324	83	6	82
rna-XM_012835945.2	gene-LOC105907581	2688	24766	yes	1760	411	25	492
rna-XM_031570073.1	gene-LOC105907564	3072	36901	yes	1984	560	55	473
rna-XM_012835923.2	gene-LOC105907564	3072	36899	no	1984	560	55	473
rna-XM_012835924.2	gene-LOC105907564	3063	36899	no	1983	558	52	470
rna-XM_031570074.1	gene-LOC105907564	3072	36164	no	1984	560	55	473
rna-XM_012835933.2	gene-LOC105907570	1239	7016	yes	794	238	20	187
rna-XM_031570078.1	gene-ccdc112	1413	6963	no	902	336	12	163
rna-XM_031570076.1	gene-ccdc112	1503	6963	yes	953	360	12	178
rna-XM_031570077.1	gene-ccdc112	1461	6949	no	925	352	11	173
rna-XM_012835930.2	gene-fem1c	1890	6764	yes	1201	327	21	341
rna-XM_012835942.2	gene-LOC105907579	651	3917	yes	424	120	8	99
rna-XM_012835925.2	gene-cdo1	606	6261	yes	394	140	11	61
rna-XM_012835934.2	gene-ap3s1	582	19122	yes	380	114	19	69
rna-XM_031570082.1	gene-ap3s1	489	18566	no	313	110	15	51
rna-XM_031570083.1	gene-ap3s1	489	18430	no	313	110	15	51
rna-XM_012835913.2	gene-commd10	597	39608	yes	383	118	12	84
rna-XM_031570079.1	gene-commd10	519	8822	no	334	98	12	75
rna-XM_031570085.1	gene-sema6a	3072	83277	yes	2003	490	36	543
rna-XM_031570090.1	gene-sema6a	2847	83276	no	1852	464	36	495
rna-XM_031570088.1	gene-sema6a	2868	83276	no	1865	467	36	500
rna-XM_012835902.2	gene-sema6a	3018	83276	no	1966	481	36	535
rna-XM_031570087.1	gene-sema6a	3021	83276	no	1968	481	36	536
rna-XM_031570086.1	gene-sema6a	3069	83276	no	2001	490	36	542
rna-XM_031570084.1	gene-sema6a	3072	83276	no	2003	490	36	543
rna-XM_031570097.1	gene-dmxl1	9231	45133	no	5929	1515	88	1699
rna-XM_031570092.1	gene-dmxl1	9234	45132	yes	5931	1516	88	1699
rna-XM_031570096.1	gene-dmxl1	9231	45132	no	5929	1515	88	1699
rna-XM_031570091.1	gene-dmxl1	9234	45131	no	5931	1516	88	1699
rna-XM_031570098.1	gene-dmxl1	9171	45131	no	5890	1501	88	1692
rna-XM_031570093.1	gene-dmxl1	9234	45131	no	5931	1516	88	1699
rna-XM_031570094.1	gene-dmxl1	9234	45131	no	5931	1516	88	1699
rna-XM_031570095.1	gene-dmxl1	9234	44810	no	5931	1516	88	1699
rna-XM_031570100.1	gene-hsd17b4	2172	24656	yes	1401	368	36	367
rna-XM_031570101.1	gene-prr16	978	5286	yes	627	155	8	188
rna-XM_012835907.2	gene-lox	774	4084	yes	506	148	9	111
rna-XM_031570102.1	gene-sncaip	2556	12746	yes	1640	429	19	468
rna-XM_031570103.1	gene-snx2	1563	14462	yes	1012	301	22	228
rna-XM_031570104.1	gene-snx2	1551	14461	no	1004	299	21	227
rna-XM_031570105.1	gene-ppic	633	4938	yes	412	106	14	101
rna-XM_031570106.1	gene-prdm6	1698	34401	yes	1098	304	21	275
rna-XM_031570109.1	gene-cep120	3006	24098	no	1888	596	21	501
rna-XM_031570108.1	gene-cep120	3009	24098	no	1890	596	21	502
rna-XM_031570107.1	gene-cep120	3030	24098	yes	1905	597	21	507
rna-XM_031569926.1	gene-LOC105907556	1068	1075	yes	696	206	19	147
rna-XM_031570113.1	gene-znf608	4095	17273	no	2624	794	47	630
rna-XM_031570112.1	gene-znf608	4101	17273	no	2628	792	47	634
rna-XM_031570111.1	gene-znf608	4107	15228	yes	2631	791	51	634
rna-XM_012839919.2	gene-LOC105911133	1272	8108	yes	810	255	13	194
rna-XM_031570114.1	gene-LOC105911134	1374	23848	no	904	258	22	190
rna-XM_012839921.2	gene-LOC105911134	1458	20655	yes	958	265	24	211
rna-XM_031569927.1	gene-c7h9orf116	357	1807	yes	234	72	6	45
rna-XM_031570116.1	gene-LOC105911130	1911	29597	no	1234	406	23	248
rna-XM_031570119.1	gene-LOC105911130	1908	26588	no	1234	404	24	246
rna-XM_031570115.1	gene-LOC105911130	1923	26587	yes	1243	406	24	250
rna-XM_031570117.1	gene-LOC105911130	1908	26586	no	1234	403	24	247
rna-XM_031570120.1	gene-LOC105911130	1893	26583	no	1225	401	24	243
rna-XM_031570121.1	gene-LOC105911130	1710	26582	no	1105	378	23	204
rna-XM_031569928.1	gene-LOC116220988	747	3498	yes	474	131	5	137
rna-XM_031569929.1	gene-stkld1	276	1513	yes	180	51	11	34
rna-XM_031570122.1	gene-slc2a6	1476	7996	yes	953	214	30	279
rna-XM_031569930.1	gene-LOC105911126	903	3765	yes	578	159	16	150
rna-XM_031570123.1	gene-LOC116221055	1008	6597	yes	660	139	21	188
rna-XM_031570124.1	gene-LOC105890599	1320	76277	yes	856	236	22	206
rna-XM_012816643.2	gene-LOC105890598	1629	13557	yes	1048	315	18	248
rna-XM_031570131.1	gene-phf19	1668	38585	yes	1076	325	22	245
rna-XM_031570126.1	gene-LOC105890596	3786	121047	yes	2439	676	43	628
rna-XM_031570125.1	gene-LOC105890596	3786	120635	no	2439	676	43	628
rna-XM_031570127.1	gene-LOC105890596	3501	112713	no	2252	627	37	585
rna-XM_031570129.1	gene-LOC105890596	3228	34393	no	2084	567	35	542
rna-XM_031570128.1	gene-LOC105890596	3261	29189	no	2104	575	35	547
rna-XM_012816646.2	gene-endog	936	1333	yes	603	167	11	155
rna-XM_031571162.1	gene-LOC105908128	1035	3606	yes	661	201	13	160
rna-XM_031571163.1	gene-LOC105906732	1023	11686	yes	657	205	11	150
rna-XM_031571164.1	gene-LOC105895581	936	3425	yes	595	194	13	134
rna-XM_012818415.2	gene-LOC105892176	3162	3259	yes	2018	616	57	471
rna-XM_031570140.1	gene-LOC105894511	1080	99998	no	694	206	16	164
rna-XM_031570141.1	gene-LOC105894511	1080	5248	no	694	207	16	163
rna-XM_031570139.1	gene-LOC105894511	1089	4981	yes	698	208	18	165
rna-XM_031570030.1	gene-LOC116221046	1545	12292	yes	986	325	24	210
rna-XM_031570143.1	gene-LOC105908618	1038	9586	no	670	205	13	150
rna-XM_031570142.1	gene-LOC105908618	1077	9182	yes	695	204	16	162
rna-XM_031570133.1	gene-LOC105910595	1131	6544	no	739	221	23	148
rna-XM_031570137.1	gene-LOC105910595	1017	6544	no	664	208	18	127
rna-XM_031570132.1	gene-LOC105910595	1140	5761	yes	743	223	26	148
rna-XM_031570136.1	gene-LOC105910595	1026	5760	no	668	210	21	127
rna-XM_031570134.1	gene-LOC105910595	1026	5574	no	669	193	25	139
