transcript	gene	cds_length	mrna_length	is_longest	f0	f2	f3	f4
rna-XM_029834159.1	gene-LOC115249209	240	12061	no	160	37	2	41
rna-XM_029834158.1	gene-LOC115249209	303	3160	yes	200	52	2	49
rna-XM_029834259.1	gene-LOC115249239	1101	2393	no	707	196	21	177
rna-XM_029834257.1	gene-LOC115249239	1215	2393	yes	778	216	22	199
rna-XM_029834258.1	gene-LOC115249239	1155	2326	no	738	205	20	192
rna-XM_029834050.1	gene-LOC115249190	783	2132	yes	510	127	13	133
rna-XM_003977800.2	gene-LOC101061231	1101	7049	yes	704	220	14	163
rna-XM_003977799.3	gene-LOC101080241	2385	10664	yes	1556	370	30	429
rna-XM_003977824.3	gene-sarnp	633	2818	yes	396	132	6	99
rna-XM_029834560.1	gene-sarnp	528	2151	no	331	102	6	89
rna-XM_029834548.1	gene-LOC101066461	1803	5590	yes	1178	280	32	313
rna-XM_029834549.1	gene-LOC101079871	1356	2885	yes	885	223	26	222
rna-XM_011620857.2	gene-LOC105419347	1356	2670	yes	884	226	25	221
rna-XM_029834552.1	gene-LOC105418721	1353	2721	yes	882	226	26	219
rna-XM_029834561.1	gene-LOC101066234	1383	2449	yes	900	232	25	226
rna-XM_011619028.2	gene-tmem269	726	5646	yes	463	121	15	127
rna-XM_029834559.1	gene-tmem269	582	5581	no	370	94	13	105
rna-XM_011619027.2	gene-tmem269	726	5581	no	463	121	15	127
rna-XM_011619032.2	gene-tmem269	594	5581	no	381	97	13	103
rna-XM_011619031.2	gene-tmem269	594	5581	no	381	97	13	103
rna-XM_011619030.2	gene-tmem269	594	5581	no	381	97	13	103
rna-XM_029834557.1	gene-tmem269	726	5378	no	463	121	15	127
rna-XM_029834558.1	gene-tmem269	594	4954	no	381	97	13	103
rna-XM_029834546.1	gene-hspg2	10536	54655	no	6805	1789	120	1822
rna-XM_029834543.1	gene-hspg2	10563	54654	no	6821	1804	121	1817
rna-XM_029834545.1	gene-hspg2	10545	54654	no	6811	1797	121	1816
rna-XM_029834540.1	gene-hspg2	10605	54654	no	6850	1814	120	1821
rna-XM_029834541.1	gene-hspg2	10578	54654	no	6830	1810	121	1817
rna-XM_029834537.1	gene-hspg2	10623	54654	yes	6861	1817	121	1824
rna-XM_029834544.1	gene-hspg2	10551	54653	no	6814	1802	121	1814
rna-XM_029834539.1	gene-hspg2	10611	54653	no	6854	1815	121	1821
rna-XM_029834542.1	gene-hspg2	10575	54653	no	6831	1806	121	1817
rna-XM_029834547.1	gene-hspg2	10545	54652	no	6813	1801	120	1811
rna-XM_029834553.1	gene-agmat	1077	2712	yes	675	174	16	212
rna-XM_029834551.1	gene-LOC101074678	1356	2335	yes	884	225	25	222
rna-XM_011619025.2	gene-pink1	1707	3630	yes	1067	285	12	343
rna-XM_003977815.3	gene-LOC101064664	756	3526	yes	489	132	16	119
rna-XM_029834554.1	gene-LOC101064664	756	2427	no	489	132	16	119
rna-XM_011619024.2	gene-LOC101064442	840	3454	no	543	139	16	142
rna-XM_029834528.1	gene-LOC101064442	900	2957	yes	582	148	19	151
rna-XM_011619046.2	gene-fam43b	1155	2198	yes	729	233	13	180
rna-XM_003977797.3	gene-mul1	1059	1957	yes	655	200	12	192
rna-XM_011619023.2	gene-mul1	1059	1802	no	655	200	12	192
rna-XM_029833187.1	gene-vwa5b1	3801	11517	no	2454	684	62	601
rna-XM_029833186.1	gene-vwa5b1	3885	11517	yes	2508	696	62	619
rna-XM_003977811.3	gene-LOC101063764	1431	3182	yes	917	271	27	216
rna-XM_003977810.3	gene-cptp	660	1339	yes	418	125	5	112
rna-XM_029833188.1	gene-ints11	1488	4125	no	972	261	34	221
rna-XM_003977809.3	gene-ints11	1806	4988	yes	1174	327	35	270
rna-XM_003977808.3	gene-LOC101063099	954	2200	yes	608	153	20	173
rna-XM_029833102.1	gene-LOC101062877	2544	17368	no	1621	495	36	392
rna-XM_029833101.1	gene-LOC101062877	2565	17368	yes	1630	505	34	396
rna-XM_011619020.2	gene-LOC101062877	2502	17353	no	1589	497	33	383
rna-XM_029833098.1	gene-LOC101062660	3159	8353	yes	2034	521	38	566
rna-XM_029833099.1	gene-LOC101062660	3156	8353	no	2032	520	38	566
rna-XM_029833100.1	gene-LOC101062660	3156	8353	no	2032	520	38	566
rna-XM_029833105.1	gene-sdf4	1041	2711	no	658	213	5	165
rna-XM_029833104.1	gene-sdf4	1062	2709	no	685	239	12	126
rna-XM_029833103.1	gene-sdf4	1062	2709	yes	685	239	12	126
rna-XM_029833106.1	gene-c1qtnf12	969	8987	yes	623	151	12	183
rna-XM_011619017.2	gene-LOC101062216	1224	5526	yes	772	231	11	210
rna-XM_011619018.2	gene-LOC101062216	1209	5525	no	763	227	11	208
rna-XM_029833935.1	gene-syt6	1620	21845	yes	1041	294	19	266
rna-XM_029834490.1	gene-LOC115249278	1962	7526	no	1230	377	8	347
rna-XM_029834489.1	gene-LOC115249278	1965	7526	yes	1232	378	8	347
rna-XM_029834200.1	gene-LOC105419328	1134	7880	yes	737	198	9	190
rna-XM_029833968.1	gene-LOC101062875	1719	4610	yes	1097	301	16	305
rna-XM_029833970.1	gene-LOC101063096	1119	3336	yes	720	153	12	234
rna-XM_029833423.1	gene-LOC101074834	2541	9717	yes	1622	440	21	458
rna-XM_029834575.1	gene-LOC101074461	810	10632	no	517	145	14	134
rna-XM_029834574.1	gene-LOC101074461	810	10632	yes	517	145	14	134
rna-XM_029833162.1	gene-ccnq	792	2774	yes	513	142	10	127
rna-XM_029833163.1	gene-cfap126	525	1345	yes	336	105	7	77
rna-XM_029833160.1	gene-LOC105418847	1374	5669	yes	881	255	23	215
rna-XM_029833159.1	gene-ap4b1	2448	6189	yes	1523	469	23	433
rna-XM_029833158.1	gene-ap4b1	2448	6180	no	1523	469	23	433
rna-XM_011619765.2	gene-ap4b1	2343	6179	no	1459	442	22	420
rna-XM_003978449.3	gene-LOC101069254	999	3456	yes	658	152	21	168
rna-XM_029833430.1	gene-vps13d	13086	27299	no	8335	2455	178	2118
rna-XM_011619767.2	gene-vps13d	13014	27299	no	8291	2439	177	2107
rna-XM_029833431.1	gene-vps13d	13071	27299	no	8327	2451	178	2115
rna-XM_029833429.1	gene-vps13d	13089	27299	yes	8337	2455	178	2119
rna-XM_003978451.2	gene-LOC101069713	897	1726	yes	562	161	13	161
rna-XM_029833767.1	gene-LOC101069713	759	1652	no	467	134	9	149
rna-XM_029833323.1	gene-LOC101069940	3027	18267	no	1989	512	63	463
rna-XM_029833322.1	gene-LOC101069940	3030	18267	no	1990	513	63	464
rna-XM_029833321.1	gene-LOC101069940	3102	18267	no	2034	525	64	479
rna-XM_029833319.1	gene-LOC101069940	3102	18267	no	2035	525	64	478
rna-XM_029833318.1	gene-LOC101069940	3105	18267	yes	2036	526	64	479
rna-XM_029833327.1	gene-LOC101070170	1641	5010	yes	1045	288	16	292
rna-XM_029833328.1	gene-LOC101070170	1503	4978	no	954	266	14	269
rna-XM_003978444.3	gene-trappc6b	474	1792	yes	301	106	9	58
rna-XM_029833334.1	gene-LOC101070400	1203	7955	no	784	239	8	172
rna-XM_029833335.1	gene-LOC101070400	1203	7955	no	784	239	8	172
rna-XM_029833336.1	gene-LOC101070400	1182	7955	no	769	238	8	167
rna-XM_029833332.1	gene-LOC101070400	1203	7955	yes	784	239	8	172
rna-XM_011619771.2	gene-LOC101070400	1200	7952	no	783	237	8	172
rna-XM_029833337.1	gene-LOC101070400	1182	5591	no	769	238	8	167
rna-XM_029833338.1	gene-LOC115249074	1185	4243	yes	771	193	17	204
rna-XM_011619775.2	gene-LOC101070634	1218	5114	no	783	255	16	164
rna-XM_011619774.2	gene-LOC101070634	1233	5114	no	794	258	16	165
rna-XM_011619773.2	gene-LOC101070634	1251	5114	yes	805	263	16	167
rna-XM_011619782.2	gene-LOC105418848	1236	2517	yes	797	210	24	205
rna-XM_003978446.3	gene-LOC101068343	1353	3681	yes	865	240	16	232
rna-XM_029833330.1	gene-LOC101068343	1173	3172	no	757	202	16	198
rna-XM_029833312.1	gene-LOC101070861	3678	11459	no	2383	729	29	537
rna-XM_029833313.1	gene-LOC101070861	3678	11458	no	2383	729	29	537
rna-XM_029833315.1	gene-LOC101070861	3612	11457	no	2341	721	29	521
rna-XM_029833311.1	gene-LOC101070861	3678	11457	no	2383	730	29	536
rna-XM_029833309.1	gene-LOC101070861	3681	11456	yes	2385	730	29	537
rna-XM_029833317.1	gene-LOC101070861	3612	11456	no	2341	720	29	522
rna-XM_029833310.1	gene-LOC101070861	3681	11456	no	2385	730	29	537
rna-XM_029833314.1	gene-LOC101070861	3615	11453	no	2343	721	29	522
rna-XM_029833316.1	gene-LOC101070861	3609	11453	no	2339	720	29	521
rna-XM_011619777.2	gene-LOC101071090	4434	9459	yes	2848	668	36	882
rna-XM_029833308.1	gene-LOC101071090	4332	6473	no	2780	648	34	870
rna-XM_029833339.1	gene-LOC115249075	654	851	yes	425	92	4	133
rna-XM_029833341.1	gene-LOC115249075	609	785	no	397	90	4	118
rna-XM_029833340.1	gene-LOC115249075	645	785	no	421	90	4	130
rna-XM_029833326.1	gene-LOC101071552	2277	6661	yes	1464	437	29	347
rna-XM_029833345.1	gene-LOC115249077	624	2202	no	400	101	14	109
rna-XM_029833343.1	gene-LOC115249077	639	2201	no	410	102	14	113
rna-XM_029833344.1	gene-LOC115249077	627	2194	no	402	102	14	109
rna-XM_029833342.1	gene-LOC115249077	642	2193	yes	412	103	14	113
rna-XM_029833324.1	gene-LOC115249073	2277	6718	yes	1465	437	29	346
rna-XM_029833325.1	gene-LOC115249073	2277	6718	no	1465	437	29	346
rna-XM_029833331.1	gene-LOC101071320	1296	6137	yes	839	213	3	241
rna-XM_029833721.1	gene-LOC115249154	4452	9253	yes	2858	676	35	883
rna-XM_029834298.1	gene-LOC115249242	3681	12011	no	2385	730	29	537
rna-XM_029834299.1	gene-LOC115249242	3681	12009	no	2385	730	29	537
rna-XM_029834297.1	gene-LOC115249242	3681	12008	no	2385	731	29	536
rna-XM_029834301.1	gene-LOC115249242	3615	12008	no	2343	722	29	521
rna-XM_029834304.1	gene-LOC115249242	3615	12006	no	2343	721	29	522
rna-XM_029834296.1	gene-LOC115249242	3684	12005	no	2387	731	29	537
rna-XM_029834295.1	gene-LOC115249242	3684	12005	yes	2387	731	29	537
rna-XM_029834303.1	gene-LOC115249242	3612	12000	no	2341	721	29	521
rna-XM_029834300.1	gene-LOC115249242	3618	12000	no	2345	722	29	522
rna-XM_029833854.1	gene-LOC115249167	1353	3668	yes	865	240	15	233
rna-XM_029833855.1	gene-LOC115249167	1173	3172	no	757	202	15	199
rna-XM_029833860.1	gene-LOC115249169	1236	2424	yes	797	210	24	205
rna-XM_029833856.1	gene-LOC115249168	1251	5142	yes	805	263	16	167
rna-XM_029833857.1	gene-LOC115249168	1233	5142	no	794	258	16	165
rna-XM_029833858.1	gene-LOC115249168	1218	5142	no	783	255	16	164
rna-XM_029833859.1	gene-LOC115249168	990	2714	no	639	211	11	129
rna-XM_003978445.3	gene-LOC101068114	1182	2069	yes	769	192	17	204
rna-XM_029834536.1	gene-LOC115249286	495	1671	yes	315	109	9	62
rna-XM_029835537.1	gene-slc18a2	1551	21657	yes	1008	233	38	272
rna-XM_029834785.1	gene-pdzd8	3528	17176	yes	2248	644	47	589
rna-XM_011619622.2	gene-edaradd	642	14701	yes	414	129	4	95
rna-XM_003978296.3	gene-LOC101070028	3453	5710	yes	2248	577	51	577
rna-XM_011619624.2	gene-exo1	2040	8210	yes	1292	402	27	319
rna-XM_003978289.3	gene-yipf4	714	5445	yes	461	111	19	123
rna-XM_029835426.1	gene-birc6	14892	41222	no	9533	2583	208	2568
rna-XM_029835427.1	gene-birc6	14892	41222	no	9533	2583	208	2568
rna-XM_029835425.1	gene-birc6	14895	41221	yes	9535	2584	208	2568
rna-XM_011619626.2	gene-birc6	14865	41221	no	9515	2583	208	2559
rna-XM_029835428.1	gene-LOC115249603	333	1085	yes	211	53	0	69
rna-XM_003978300.3	gene-ttc27	2511	9924	no	1584	502	27	398
rna-XM_011619627.2	gene-ttc27	2520	9918	yes	1590	502	27	401
rna-XM_029834713.1	gene-LOC105418450	2370	14598	yes	1517	447	39	367
rna-XM_029834712.1	gene-LOC101074001	2370	36070	yes	1519	448	40	363
rna-XM_029834711.1	gene-LOC101071407	2640	19575	yes	1691	494	40	415
rna-XM_029835685.1	gene-LOC115249662	762	8776	yes	483	152	16	111
rna-XM_029835727.1	gene-LOC115249673	927	10663	yes	581	185	9	152
rna-XM_029835420.1	gene-LOC115246462	2193	4764	no	1393	458	12	330
rna-XM_029835418.1	gene-LOC115246462	2220	4764	no	1409	465	12	334
rna-XM_011619629.2	gene-LOC115246462	2211	4763	no	1402	461	12	336
rna-XM_029835419.1	gene-LOC115246462	2208	4763	no	1400	461	12	335
rna-XM_029835416.1	gene-LOC115246462	2223	4763	yes	1411	465	12	335
rna-XM_029835417.1	gene-LOC115246462	2220	4762	no	1409	464	12	335
rna-XM_029835421.1	gene-LOC115246462	2106	4567	no	1335	453	12	306
rna-XM_029835422.1	gene-LOC115246462	1923	3769	no	1218	381	11	313
rna-XM_029835159.1	gene-LOC115249545	7650	42939	yes	4904	1463	145	1138
rna-XM_011619633.2	gene-LOC101071855	1974	3881	yes	1279	311	16	368
rna-XM_029835609.1	gene-LOC115249633	558	3280	yes	345	104	13	96
rna-XM_003978304.3	gene-LOC101072081	690	3849	yes	441	134	14	101
rna-XM_029835255.1	gene-LOC115249570	2586	14150	yes	1629	476	33	448
rna-XM_029835256.1	gene-LOC115249570	2583	14150	no	1627	475	33	448
rna-XM_029835257.1	gene-LOC115249571	972	2275	yes	638	175	19	140
rna-XM_003978307.3	gene-LOC101072747	1119	4674	yes	703	199	15	202
rna-XM_003978291.3	gene-polr1c	1056	6304	yes	675	207	27	147
rna-XM_029835298.1	gene-LOC115249577	333	1486	no	206	79	1	47
rna-XM_029835297.1	gene-LOC115249577	336	1485	yes	208	80	1	47
rna-XM_029835296.1	gene-LOC115249577	336	1148	no	208	80	1	47
rna-XM_003978292.3	gene-LOC101069107	3405	5037	yes	2214	603	50	538
rna-XM_003978308.3	gene-LOC101072969	795	1646	yes	507	135	14	139
rna-XM_029835706.1	gene-LOC101073188	1599	5303	yes	1027	280	29	263
rna-XM_003978309.3	gene-LOC101073188	1599	3158	no	1027	280	29	263
rna-XM_029835705.1	gene-LOC101073188	1599	3158	no	1027	280	29	263
rna-XM_029835240.1	gene-rmdn2	1215	15760	no	768	247	14	186
rna-XM_011619636.2	gene-rmdn2	1215	15760	yes	768	247	14	186
rna-XM_011619635.2	gene-rmdn2	1215	14918	no	768	247	14	186
rna-XM_029835242.1	gene-rmdn2	984	13981	no	624	188	13	159
rna-XM_029835241.1	gene-rmdn2	1014	12860	no	644	199	13	158
rna-XM_011619638.2	gene-cdc42ep3	1047	5626	yes	686	198	16	147
rna-XM_029835571.1	gene-LOC115249625	1527	3161	yes	983	314	16	214
rna-XM_029835569.1	gene-LOC115249624	1545	2861	yes	988	316	21	220
rna-XM_029835570.1	gene-LOC115249624	999	2205	no	639	223	14	123
rna-XM_029835610.1	gene-LOC115249634	1848	3266	yes	1190	360	21	277
rna-XM_029835567.1	gene-LOC115249623	1806	7152	yes	1153	370	22	261
rna-XM_029835566.1	gene-LOC115249623	1806	3562	no	1153	370	22	261
rna-XM_029835568.1	gene-LOC115249623	1545	2225	no	987	318	21	219
rna-XM_029835572.1	gene-LOC115249626	1275	3962	yes	811	279	15	170
rna-XM_029835611.1	gene-LOC115249635	918	9485	yes	591	183	11	133
rna-XM_029835825.1	gene-LOC115249705	2058	3989	yes	1320	425	18	295
rna-XM_029835125.1	gene-opn3	1086	6390	no	703	178	23	182
rna-XM_003963666.2	gene-opn3	1164	6122	yes	750	194	29	191
rna-XM_029835126.1	gene-kmo	1413	6920	no	918	253	23	219
rna-XM_003963665.3	gene-kmo	1413	6920	yes	918	253	23	219
rna-XM_029835110.1	gene-ide	3048	12249	no	1957	611	45	435
rna-XM_029835111.1	gene-ide	2940	11652	no	1893	595	44	408
rna-XM_029835109.1	gene-ide	3048	12847	yes	1961	612	45	430
rna-XM_029835112.1	gene-ide	2937	12237	no	1891	591	44	411
rna-XM_029835113.1	gene-ide	2937	12237	no	1891	591	44	411
rna-XM_029835127.1	gene-march5	846	4577	yes	551	132	19	144
rna-XM_029835124.1	gene-cpeb3	1842	29875	no	1211	311	25	295
rna-XM_029835114.1	gene-cpeb3	2061	29869	yes	1356	351	26	328
rna-XM_029835115.1	gene-cpeb3	2037	29869	no	1343	345	26	323
rna-XM_029835122.1	gene-cpeb3	1992	29869	no	1309	343	23	317
rna-XM_029835123.1	gene-cpeb3	1968	29868	no	1296	337	23	312
rna-XM_029835116.1	gene-cpeb3	2010	29424	no	1321	342	25	322
rna-XM_029835119.1	gene-cpeb3	2010	29253	no	1321	342	25	322
rna-XM_029835121.1	gene-cpeb3	2010	29253	no	1321	342	25	322
rna-XM_029835118.1	gene-cpeb3	2010	28822	no	1321	342	25	322
rna-XM_029835117.1	gene-cpeb3	2010	28822	no	1321	342	25	322
rna-XM_029835120.1	gene-cpeb3	2010	28822	no	1321	342	25	322
rna-XM_029835108.1	gene-btaf1	5571	14783	yes	3542	1012	85	932
rna-XM_003963662.3	gene-ccnj	1089	2433	yes	689	213	7	180
rna-XM_029834796.1	gene-LOC105416316	2499	5455	yes	1588	452	17	442
rna-XM_011602872.2	gene-LOC105416316	2406	5455	no	1529	436	16	425
rna-XM_029834797.1	gene-LOC105416316	2499	5107	no	1588	452	17	442
rna-XM_029834798.1	gene-blnk	1563	9933	yes	995	315	12	241
rna-XM_011602858.2	gene-blnk	1509	9932	no	962	309	12	226
rna-XM_029834800.1	gene-blnk	1431	5084	no	914	279	10	228
rna-XM_011602859.2	gene-blnk	1377	5082	no	881	273	10	213
rna-NM_001032743.1	gene-dntt	1497	45610	yes	940	299	18	240
rna-XM_011602861.2	gene-LOC105416313	1236	1426	yes	803	222	33	178
rna-XM_003963660.2	gene-LOC101065122	903	19028	yes	578	156	15	154
rna-XM_003963659.1	gene-LOC101064904	711	859	yes	459	131	2	119
rna-XM_029835478.1	gene-kndc1	5016	21108	yes	3179	904	49	884
rna-XM_029835151.1	gene-adgra1	3681	75193	yes	2372	609	45	655
rna-XM_029835679.1	gene-LOC101064234	1377	42985	no	893	234	32	218
rna-XM_029835678.1	gene-LOC101064234	1380	42983	no	895	234	32	219
rna-XM_029835677.1	gene-LOC101064234	1380	42983	yes	895	234	32	219
rna-XM_029835749.1	gene-cfap46	7509	37330	no	4758	1473	85	1193
rna-XM_029835748.1	gene-cfap46	7509	37330	yes	4758	1473	85	1193
rna-XM_029835751.1	gene-cfap46	7506	37330	no	4756	1472	85	1193
rna-XM_029835752.1	gene-cfap46	7506	37330	no	4756	1472	85	1193
rna-XM_029835750.1	gene-cfap46	7509	37111	no	4758	1473	85	1193
rna-XM_003963622.2	gene-LOC101075804	1164	12009	yes	757	179	30	198
rna-XM_003963621.3	gene-nkx6-2	840	3145	yes	542	158	10	130
rna-XM_029834697.1	gene-inpp5a	1188	90980	no	759	263	11	155
rna-XM_011602854.2	gene-inpp5a	1248	90980	yes	797	272	12	167
rna-XM_003963620.3	gene-inpp5a	1242	90980	no	794	271	11	166
rna-XM_011602853.2	gene-pwwp2b	1851	7118	yes	1190	316	17	328
rna-XM_029835470.1	gene-lrrc27	1251	5647	yes	768	258	17	208
rna-XM_029835580.1	gene-stk32c	1317	37290	yes	856	261	19	181
rna-XM_011602850.2	gene-LOC105416311	330	3420	yes	206	55	2	67
rna-XM_011602851.2	gene-LOC105416311	297	3416	no	187	48	2	60
rna-XM_029835830.1	gene-LOC115249707	1656	5393	yes	1049	320	16	271
rna-XM_029835831.1	gene-LOC115249707	1590	5393	no	1009	304	16	261
rna-XM_029835156.1	gene-LOC115249542	924	6975	yes	596	160	6	162
rna-XM_003963619.3	gene-LOC115246426	372	2333	yes	244	68	4	56
rna-XM_003963618.3	gene-rhoq	624	9663	yes	403	109	12	100
rna-XM_011602828.2	gene-socs5	1653	8526	yes	1050	282	14	307
rna-NM_001122861.1	gene-socs5	1653	1652	no	1050	282	14	307
rna-XM_003963651.2	gene-LOC101063124	816	3168	yes	517	144	4	151
rna-XM_003963650.3	gene-mcfd2	468	2075	no	302	96	5	65
rna-XM_011602847.2	gene-mcfd2	489	2022	yes	317	99	5	68
rna-XM_029835155.1	gene-ttc7a	2145	26718	no	1349	399	15	382
rna-XM_029835154.1	gene-ttc7a	2271	32541	no	1431	412	15	413
rna-XM_029835153.1	gene-ttc7a	2349	27505	no	1472	444	18	415
rna-XM_029835152.1	gene-ttc7a	2550	32533	yes	1599	477	22	452
rna-XM_029835219.1	gene-stpg4	732	5431	no	467	122	6	137
rna-XM_029835217.1	gene-stpg4	858	5429	yes	550	136	7	165
rna-XM_029835220.1	gene-stpg4	657	5428	no	420	108	6	123
rna-XM_029835218.1	gene-stpg4	783	5424	no	503	122	7	151
rna-XM_003963617.3	gene-calm2	450	3287	yes	303	82	8	57
rna-XM_029835205.1	gene-LOC101062461	2427	8785	yes	1560	450	30	387
rna-XM_029835617.1	gene-LOC115249639	1200	4126	yes	786	222	13	179
rna-XM_029835207.1	gene-LOC115249556	924	2470	yes	604	176	16	128
rna-XM_003963616.3	gene-LOC101074475	924	2493	yes	600	178	14	132
rna-XM_003963647.3	gene-plekhh2	4338	15789	yes	2786	800	41	711
rna-XM_029835646.1	gene-plekhh2	4338	15789	no	2786	800	41	711
rna-XM_029834693.1	gene-thada	5736	51703	yes	3586	1055	42	1053
rna-XM_029834694.1	gene-thada	5736	51688	no	3586	1055	42	1053
rna-XM_029834696.1	gene-thada	5460	51219	no	3425	997	42	996
rna-XM_029834695.1	gene-thada	5733	51641	no	3584	1055	42	1052
rna-XM_003963615.3	gene-zfp36l2	1299	3557	yes	839	237	9	214
rna-XM_029835247.1	gene-LOC101061777	540	1558	yes	344	99	6	91
rna-XM_003963645.2	gene-LOC101061777	537	1558	no	342	99	6	90
rna-XM_029835530.1	gene-LOC115249615	858	4775	yes	561	174	13	110
rna-XM_029835526.1	gene-LOC115249613	2973	3702	yes	1894	551	32	496
rna-XM_029835529.1	gene-LOC115249614	1815	5308	no	1175	332	41	267
rna-XM_029835527.1	gene-LOC115249614	2079	5308	yes	1339	389	47	304
rna-XM_029835528.1	gene-LOC115249614	2079	4589	no	1339	389	47	304
rna-XM_003963643.3	gene-LOC101061332	2493	10097	yes	1611	457	48	377
rna-XM_011602845.2	gene-LOC101061332	2460	10097	no	1589	448	47	376
rna-XM_029835068.1	gene-LOC115249527	1929	10408	yes	1250	372	26	281
rna-XM_029835070.1	gene-LOC115249529	582	2125	yes	360	129	3	90
rna-XM_029835069.1	gene-LOC115249528	1215	3124	yes	781	213	9	212
rna-XM_029835618.1	gene-LOC101079653	2208	9156	yes	1418	463	29	298
rna-XM_003963613.3	gene-LOC101073809	3216	20478	yes	2098	605	73	440
rna-XM_003963638.3	gene-LOC101079428	2136	10316	yes	1379	367	47	343
rna-XM_011602841.2	gene-LOC101079202	1155	4526	yes	749	206	14	186
rna-XM_029835280.1	gene-LOC115249574	4179	17956	yes	2661	829	64	625
rna-XM_029835282.1	gene-LOC115249574	4110	17956	no	2619	815	64	612
rna-XM_029835281.1	gene-LOC115249574	4173	17956	no	2657	828	64	624
rna-XM_003963612.3	gene-LOC101073586	1440	3812	yes	921	276	15	228
rna-XM_011602838.2	gene-LOC101078751	1530	5564	yes	965	313	20	232
rna-XM_003963634.3	gene-LOC101078524	756	5215	yes	498	136	8	114
rna-XM_029835620.1	gene-LOC101078301	870	4288	yes	549	185	9	127
rna-XM_029834592.1	gene-cyp17a1	1521	5001	no	966	274	27	254
rna-NM_001105236.1	gene-cyp17a1	1554	3592	yes	988	279	27	260
rna-XM_029835223.1	gene-LOC115249560	312	1122	yes	199	62	6	45
rna-XM_003963632.3	gene-LOC101078071	1704	11258	yes	1100	344	26	234
rna-XM_011602837.2	gene-LOC105416309	789	4330	yes	517	148	11	113
rna-XM_029835237.1	gene-LOC115249563	540	1595	yes	344	98	6	92
rna-XM_029835238.1	gene-LOC115249563	537	1595	no	342	98	6	91
rna-XM_003963614.3	gene-LOC101074031	858	4874	no	561	174	13	110
rna-XM_029835431.1	gene-LOC101074031	864	4874	yes	565	175	13	111
rna-XM_029835621.1	gene-LOC101061554	3432	4281	yes	2195	629	33	575
rna-XM_029835430.1	gene-LOC115249606	1005	2685	no	625	191	6	183
rna-XM_029835429.1	gene-LOC115249606	1092	2685	yes	681	211	6	194
rna-XM_029835305.1	gene-LOC115249578	2493	11402	yes	1611	457	48	377
rna-XM_029835306.1	gene-LOC115249578	2460	11402	no	1589	448	47	376
rna-XM_011602844.2	gene-LOC101061101	1929	10607	yes	1250	372	26	281
rna-XM_003963640.3	gene-LOC101079883	1215	3006	yes	780	213	9	213
rna-XM_029835741.1	gene-LOC115249679	1803	7917	no	1154	379	22	248
rna-XM_029835738.1	gene-LOC115249679	2076	8567	yes	1331	439	27	279
rna-XM_029835740.1	gene-LOC115249679	2043	8567	no	1310	431	27	275
rna-XM_029835739.1	gene-LOC115249679	2073	8567	no	1329	439	27	278
rna-XM_029835252.1	gene-LOC115249566	3216	20439	yes	2098	605	73	440
rna-XM_029835224.1	gene-LOC115249561	2136	10224	yes	1379	366	47	344
rna-XM_029835225.1	gene-LOC115249562	1155	4848	yes	749	206	14	186
rna-XM_029835098.1	gene-LOC101078974	4179	17958	yes	2661	829	64	625
rna-XM_029835099.1	gene-LOC101078974	4110	17958	no	2619	815	64	612
rna-XM_011602839.2	gene-LOC101078974	4173	17958	no	2657	828	64	624
rna-XM_029835103.1	gene-LOC115249535	1440	3866	yes	921	276	15	228
rna-XM_029835100.1	gene-LOC115249533	2640	14706	yes	1670	519	36	415
rna-XM_029835101.1	gene-LOC115249534	1530	5584	yes	964	311	21	234
rna-XM_029835102.1	gene-LOC115249534	1365	5073	no	867	263	19	216
rna-XM_029835587.1	gene-LOC115246488	756	5261	yes	498	136	8	114
