transcript	gene	cds_length	mrna_length	is_longest	f0	f2	f3	f4
rna-XM_023956946.1	gene-LOC105354455	1356	2761	yes	882	228	28	218
rna-XM_023956945.1	gene-LOC101167538	1356	2964	no	880	231	27	218
rna-XM_020704906.2	gene-LOC101167538	1359	2042	yes	882	231	27	219
rna-XM_004071014.4	gene-LOC101167790	1854	15028	yes	1204	299	28	323
rna-XM_023956953.1	gene-sarnp	711	7070	yes	451	146	9	105
rna-XM_023956935.1	gene-ccnt1	2076	7591	yes	1342	368	25	341
rna-XM_023956936.1	gene-ccnt1	2064	7591	no	1334	367	24	339
rna-XM_004071016.4	gene-kansl2	1485	17975	yes	948	292	14	231
rna-XM_011477621.2	gene-kansl2	1485	17823	no	948	292	14	231
rna-XM_011477622.3	gene-nckap5l	4191	53277	yes	2684	761	26	720
rna-XM_020704910.2	gene-nckap5l	4191	30204	no	2684	761	26	720
rna-XM_023956926.1	gene-nckap5l	4191	30204	no	2684	761	26	720
rna-XM_004071044.4	gene-nckap5l	4191	30204	no	2684	761	26	720
rna-XM_004071017.4	gene-tmbim6	714	6160	yes	462	121	18	113
rna-XM_011477627.2	gene-ctdsp2	780	7534	no	498	148	9	125
rna-XM_004071018.3	gene-ctdsp2	783	7534	no	500	149	9	125
rna-XM_011477626.2	gene-ctdsp2	786	7534	yes	502	150	9	125
rna-XM_023956940.1	gene-LOC101155197	1764	23457	no	1126	285	42	311
rna-XM_023956938.1	gene-LOC101155197	1791	23457	yes	1146	290	41	314
rna-XM_023956941.1	gene-LOC101155197	1647	23457	no	1051	267	40	289
rna-XM_023956939.1	gene-LOC101155197	1791	23457	no	1146	290	41	314
rna-XM_023956942.1	gene-LOC101155197	1764	22350	no	1126	285	42	311
rna-XM_004071045.4	gene-LOC101155433	1026	30622	yes	659	184	23	160
rna-XM_004071019.4	gene-LOC101169288	633	12116	yes	408	107	14	104
rna-XM_023956931.1	gene-LOC101155689	2571	31442	no	1642	462	38	429
rna-XM_023956932.1	gene-LOC101155689	2511	31442	no	1603	446	37	425
rna-XM_023956928.1	gene-LOC101155689	3390	25717	no	2171	591	44	584
rna-XM_023956927.1	gene-LOC101155689	3450	25716	yes	2210	607	45	588
rna-XM_023956930.1	gene-LOC101155689	3225	25715	no	2067	563	42	553
rna-XM_023956929.1	gene-LOC101155689	3297	25714	no	2115	582	44	556
rna-XM_004071047.4	gene-zbtb39	2499	5088	yes	1608	437	20	434
rna-XM_004071048.4	gene-gpr182	1092	1985	yes	714	179	21	178
rna-XM_004071020.4	gene-LOC101169535	1251	12832	yes	816	242	15	178
rna-XM_004071021.4	gene-LOC101169782	606	4320	yes	385	109	7	105
rna-XM_023956947.1	gene-LOC101156411	1224	56538	yes	789	228	14	193
rna-XM_023956949.1	gene-LOC101156411	1074	56538	no	694	198	12	170
rna-XM_023956948.1	gene-LOC101156411	1170	54373	no	757	208	14	191
rna-XM_011477630.3	gene-LOC101156656	2025	35140	no	1317	381	13	314
rna-XM_004071049.4	gene-LOC101156656	2025	35140	yes	1317	381	13	314
rna-XM_011477631.3	gene-LOC101156656	1698	18996	no	1103	336	11	248
rna-XM_020704913.2	gene-LOC101156656	1956	17830	no	1270	373	13	300
rna-XM_023956943.1	gene-LOC101170020	1440	20750	yes	935	220	36	249
rna-XM_020704328.2	gene-LOC101170270	1407	12731	yes	912	212	13	270
rna-NM_001278872.1	gene-LOC101170270	1119	12035	no	723	172	13	211
rna-XM_011477633.3	gene-LOC101156895	1167	12145	no	745	204	19	199
rna-XM_004071050.4	gene-LOC101156895	1173	12145	no	749	204	20	200
rna-XM_011477632.2	gene-LOC101156895	1176	9605	yes	755	202	22	197
rna-XM_023956934.1	gene-fam120c	3117	29051	yes	2001	522	25	569
rna-XM_004071024.4	gene-hsd17b10	783	6675	yes	509	101	15	158
rna-XM_023956957.1	gene-LOC105357801	633	2897	no	410	110	10	103
rna-XM_023956955.1	gene-LOC105357801	828	17565	yes	536	147	14	131
rna-XM_023956956.1	gene-LOC105357801	828	6656	no	536	146	14	132
rna-XM_023956966.1	gene-LOC110013731	603	28653	no	378	111	7	107
rna-XM_023956968.1	gene-LOC110013731	603	28653	no	378	111	7	107
rna-XM_023956965.1	gene-LOC110013731	603	28653	no	378	111	7	107
rna-XM_023956967.1	gene-LOC110013731	603	28653	no	378	111	7	107
rna-XM_023956964.1	gene-LOC110013731	603	28653	no	378	111	7	107
rna-XM_023956963.1	gene-LOC110013731	603	28653	yes	378	111	7	107
rna-XM_023956969.1	gene-LOC110013731	432	8565	no	268	85	4	75
rna-XM_023956959.1	gene-LOC105358041	663	13728	yes	424	122	8	109
rna-XM_023956960.1	gene-LOC105358041	639	2758	no	412	112	8	107
rna-XM_020700546.2	gene-LOC105358041	630	3773	no	406	110	8	106
rna-XM_023956250.1	gene-LOC111947624	633	36339	yes	410	109	10	104
rna-XM_023956962.1	gene-LOC105358100	633	4490	no	414	103	11	105
rna-XM_023956961.1	gene-LOC105358100	642	4040	yes	420	105	11	106
rna-XM_023956958.1	gene-LOC105358101	825	7599	yes	531	152	13	129
rna-XM_023956971.1	gene-LOC105357686	828	6831	yes	536	148	14	130
rna-XM_020700072.2	gene-LOC105357688	1059	8061	yes	676	183	11	189
rna-XM_020700074.2	gene-LOC105357688	978	8061	no	627	167	11	173
rna-XM_020700073.2	gene-LOC105357688	987	8061	no	631	171	11	174
rna-XM_020700075.2	gene-LOC105357688	828	8061	no	531	148	11	138
rna-XM_020704922.2	gene-LOC110015394	636	3353	yes	413	107	10	106
rna-XM_004071056.3	gene-LOC101159104	759	37769	yes	488	140	16	115
rna-XM_020704917.2	gene-LOC101159104	759	29732	no	488	140	16	115
rna-XM_020704921.2	gene-LOC101159104	759	29725	no	488	140	16	115
rna-XM_020704920.2	gene-LOC101159104	759	29724	no	488	140	16	115
rna-XM_023956974.1	gene-LOC105354459	945	37482	no	603	181	18	143
rna-XM_023956973.1	gene-LOC105354459	948	37475	yes	605	181	18	144
rna-XM_011477650.3	gene-LOC105354459	948	11920	no	606	180	19	143
rna-XM_011477651.3	gene-LOC105354459	945	11920	no	604	180	19	142
rna-XM_011477652.3	gene-LOC105354459	852	11912	no	542	162	18	130
rna-XM_023956976.1	gene-LOC105354461	1113	2832	no	698	244	23	148
rna-XM_023956975.1	gene-LOC105354461	1191	2331	yes	749	260	24	158
rna-XM_023956978.1	gene-LOC105354462	813	17087	no	510	174	19	110
rna-XM_023956977.1	gene-LOC105354462	903	17066	no	571	185	20	127
rna-XM_011477653.3	gene-LOC105354462	918	6796	yes	579	187	22	130
rna-XM_011477655.3	gene-LOC101159588	1602	51212	yes	1004	302	21	275
rna-XM_020704928.2	gene-ccm2l	1839	21942	no	1164	370	26	279
rna-XM_011477654.3	gene-ccm2l	1842	21942	yes	1166	371	26	279
rna-XM_023956980.1	gene-LOC101160072	1824	107045	yes	1193	278	24	329
rna-XM_011477648.3	gene-sox18	1758	5913	yes	1145	320	13	280
rna-NM_001164880.1	gene-sox18	1590	2558	no	1032	281	13	264
rna-XM_004071053.4	gene-LOC101158110	1227	3105	yes	784	239	15	189
rna-XM_004071061.4	gene-cfap206	1875	10693	yes	1194	363	21	297
rna-XM_004071054.4	gene-LOC101158359	930	15576	yes	596	182	13	139
rna-XM_020704931.1	gene-LOC101158359	819	15327	no	524	157	11	127
rna-XM_020704930.2	gene-LOC101158359	924	10755	no	590	182	12	140
rna-XM_011477657.3	gene-LOC101158610	750	55312	yes	481	144	14	111
rna-XM_011477658.3	gene-LOC101158610	708	55312	no	453	138	12	105
rna-XM_020704932.2	gene-LOC101158610	708	55312	no	453	138	12	105
rna-XM_004071055.4	gene-LOC101158610	738	55306	no	475	141	14	108
rna-XM_020704933.2	gene-LOC101158610	651	39693	no	417	131	11	92
rna-XM_011477660.3	gene-LOC101158610	651	16169	no	417	131	11	92
rna-XM_020704935.2	gene-fam187b	1287	6980	yes	827	230	12	218
rna-XM_023956981.1	gene-LOC101160812	1110	129055	yes	724	193	20	173
rna-XM_023956983.1	gene-LOC111947676	1020	3891	yes	656	220	25	119
rna-XM_023956982.1	gene-LOC111947676	1020	2325	no	656	220	25	119
rna-XM_023956984.1	gene-LOC111947677	1107	1942	yes	714	192	23	178
rna-XM_023956985.1	gene-LOC101161057	1008	4586	yes	639	186	31	152
rna-XM_020701600.2	gene-tmem81	840	6698	yes	538	157	12	133
rna-XM_020701602.1	gene-tmem81	774	6658	no	494	145	8	127
rna-XM_020701601.1	gene-tmem81	774	6610	no	494	145	8	127
rna-XM_004086316.4	gene-LOC101167273	615	4481	yes	397	120	11	87
rna-XM_023956986.1	gene-LOC101164536	1962	46183	yes	1276	342	27	317
rna-XM_023956987.1	gene-LOC101164536	1962	46183	no	1276	342	27	317
rna-XM_004086307.4	gene-rps21	252	6897	yes	162	46	10	34
rna-XM_011472935.3	gene-clcn6	2589	27344	yes	1666	453	54	416
rna-XM_023956988.1	gene-LOC101163643	750	3618	yes	495	163	8	84
rna-XM_011472934.3	gene-LOC101167021	702	5793	yes	460	125	7	110
rna-XM_020701592.2	gene-LOC101167021	702	5492	no	460	125	7	110
rna-XM_023956992.1	gene-drc7	2274	17513	yes	1434	522	22	296
rna-XM_023956989.1	gene-drc7	2274	17506	no	1434	522	22	296
rna-XM_023956993.1	gene-drc7	2271	17506	no	1432	521	22	296
rna-XM_023956991.1	gene-drc7	2274	17468	no	1434	522	22	296
rna-XM_023956990.1	gene-drc7	2274	17381	no	1434	522	22	296
rna-XM_011472932.3	gene-LOC101166535	2337	18292	yes	1491	494	26	326
rna-XM_011472931.3	gene-LOC101166535	2229	16817	no	1429	468	25	307
rna-XM_023956995.1	gene-LOC101163152	1008	21732	no	654	181	16	157
rna-XM_020701597.1	gene-LOC101163152	1113	25786	no	721	193	15	184
rna-XM_011472925.2	gene-LOC101163152	1113	25786	yes	721	193	15	184
rna-XM_020701598.2	gene-LOC101163152	1077	15685	no	698	183	15	181
rna-XM_004086303.4	gene-rfc2	1068	6526	yes	681	196	25	166
rna-XM_004086312.4	gene-LOC101166285	3045	21594	yes	1959	592	28	466
rna-XM_004086301.4	gene-LOC101162909	786	6721	yes	518	137	14	117
rna-XM_023956996.1	gene-LOC101166035	5268	100916	yes	3403	857	54	954
rna-XM_023956255.1	gene-cd5l	813	6240	yes	526	150	15	122
rna-XM_004086300.4	gene-edem2	1704	9825	yes	1082	316	19	287
rna-XM_004086309.4	gene-LOC101164782	1077	33878	yes	705	202	7	163
rna-XM_023956999.1	gene-LOC105353666	2013	42319	yes	1271	406	11	325
rna-XM_023957000.1	gene-snx21	1326	32696	yes	837	252	10	227
rna-XM_023957001.1	gene-snx21	1299	32657	no	819	249	10	221
rna-XM_004086324.4	gene-LOC101169591	951	23752	yes	607	180	17	147
rna-XM_011472960.3	gene-LOC101169591	936	23752	no	598	176	17	145
rna-XM_023957003.1	gene-hm13	1179	20600	no	750	211	19	199
rna-XM_023957004.1	gene-hm13	1143	20600	no	728	201	19	195
rna-XM_011472958.2	gene-hm13	1266	15758	yes	803	217	19	227
rna-XM_011472959.2	gene-hm13	1230	15758	no	781	207	19	223
rna-XM_020701609.2	gene-mrgbp	651	8572	yes	420	125	9	97
rna-XM_011472955.2	gene-LOC101170824	2601	88833	no	1662	533	30	376
rna-XM_011472953.3	gene-LOC101170824	2604	88832	yes	1664	533	30	377
rna-XM_011472956.3	gene-LOC101170824	2547	88832	no	1631	519	30	367
rna-XM_011472957.3	gene-LOC101170824	2544	88832	no	1629	519	30	366
rna-XM_011472954.3	gene-LOC101170824	2604	38325	no	1664	533	30	377
rna-XM_023957006.1	gene-itpr3	8037	90416	yes	5140	1605	151	1141
rna-XM_023957007.1	gene-itpr3	8034	89273	no	5138	1604	151	1141
rna-XM_023957008.1	gene-itpr3	8010	89268	no	5123	1600	151	1136
rna-XM_004086327.4	gene-LOC101170331	1527	13072	yes	987	258	15	267
rna-XM_004086322.3	gene-LOC101169098	564	9519	yes	367	107	17	73
rna-XM_020701614.2	gene-LOC101169098	483	7225	no	313	94	14	62
rna-XM_004086326.3	gene-ptpn7	1332	32185	yes	860	261	18	193
rna-XM_011472950.3	gene-ptpn7	1332	32047	no	860	261	18	193
rna-XM_004086321.4	gene-LOC101168851	591	15335	yes	385	124	5	77
rna-XM_011472949.3	gene-LOC101168851	591	14572	no	385	124	5	77
rna-XM_023957009.1	gene-LOC105353663	453	18292	yes	276	111	2	64
rna-XM_023957010.1	gene-efhd2	702	8822	yes	445	148	9	100
rna-XM_023957011.1	gene-tpd52l2	684	21684	yes	442	113	6	123
rna-XM_023957012.1	gene-tpd52l2	681	21684	no	440	112	6	123
rna-XM_023957013.1	gene-tpd52l2	636	21684	no	411	106	5	114
rna-XM_023957014.1	gene-tpd52l2	633	21684	no	409	105	5	114
rna-XM_023957015.1	gene-tpd52l2	612	21682	no	394	101	4	113
rna-XM_023957016.1	gene-tpd52l2	564	21681	no	363	94	3	104
rna-XM_004086318.3	gene-ppdpf	339	2915	yes	225	52	3	59
rna-XM_011472943.3	gene-ppdpf	339	2868	no	225	52	3	59
rna-XM_011472942.2	gene-LOC105353659	813	9570	yes	540	157	10	106
rna-XM_004086405.4	gene-LOC101169671	1503	27983	yes	965	303	27	208
rna-XM_004086404.4	gene-LOC101169425	1515	31480	yes	982	275	28	230
rna-XM_023957018.1	gene-LOC101169180	2286	121726	yes	1485	375	27	399
rna-XM_004086364.4	gene-commd7	597	9261	yes	389	123	7	78
rna-XM_020701622.2	gene-LOC101168686	2709	37154	yes	1751	507	36	415
rna-XM_020701623.2	gene-LOC101168686	2706	35554	no	1749	507	36	414
rna-XM_011473025.3	gene-LOC101168686	2694	35553	no	1741	505	35	413
rna-XM_004086401.4	gene-LOC101168686	2691	35552	no	1739	505	35	412
rna-XM_023957020.1	gene-LOC101168440	4365	36341	yes	2787	862	58	658
rna-XM_023957022.1	gene-LOC101168440	4362	36340	no	2785	861	58	658
rna-XM_023957021.1	gene-LOC101168440	4365	34175	no	2787	862	58	658
rna-XM_023957023.1	gene-mapre1	777	5747	yes	509	151	12	105
rna-XM_011473022.3	gene-LOC101157758	2097	34374	yes	1365	376	35	321
rna-XM_004086362.4	gene-LOC101157758	2094	34374	no	1363	375	35	321
rna-XM_004086361.4	gene-LOC101157758	2049	34374	no	1333	367	35	314
rna-XM_023957025.1	gene-taz	789	9227	yes	508	151	13	117
rna-XM_023957026.1	gene-atp6ap1	1449	15764	yes	939	237	17	256
rna-XM_011473018.3	gene-LOC101167938	3450	42192	no	2242	671	39	498
rna-XM_011473017.3	gene-LOC101167938	3453	42191	yes	2244	672	39	498
rna-XM_011473019.3	gene-LOC101167938	3384	42191	no	2200	663	39	482
rna-XM_011473016.3	gene-asxl1	4605	28623	yes	2968	749	43	845
rna-XM_023957028.1	gene-LOC101167434	1206	16856	yes	776	216	5	209
rna-XM_011473015.3	gene-LOC101167186	2898	12579	yes	1864	482	20	532
rna-XM_023957029.1	gene-LOC101166698	2238	17022	yes	1417	379	13	429
rna-XM_023957030.1	gene-LOC101166698	2235	15315	no	1415	379	13	428
rna-XM_023957031.1	gene-LOC101166698	2166	15314	no	1371	369	12	414
rna-XM_011473012.3	gene-LOC101166455	1638	18530	yes	1029	317	14	278
rna-XM_020701644.2	gene-LOC101166455	1563	18529	no	984	301	13	265
rna-XM_020701643.2	gene-LOC101166455	1632	18528	no	1025	316	14	277
rna-XM_011473011.3	gene-LOC101166455	1638	14538	no	1029	317	14	278
rna-XM_023957033.1	gene-LOC101166202	2253	20448	yes	1432	408	38	375
rna-XM_023957032.1	gene-LOC111947684	2871	25552	yes	1854	502	51	464
rna-XM_023957034.1	gene-LOC101165957	5676	66724	yes	3635	1016	75	950
rna-XM_023957036.1	gene-LOC101165957	5676	66724	no	3635	1016	75	950
rna-XM_004086391.4	gene-LOC101165957	5676	44920	no	3635	1016	75	950
rna-XM_011473007.3	gene-LOC101165710	2322	25628	yes	1482	422	34	384
rna-XM_004086359.3	gene-tsr2	522	12492	yes	340	96	2	84
rna-XM_004086389.4	gene-LOC101165214	2712	17015	yes	1770	446	71	425
rna-XM_023957038.1	gene-rad51c	603	6277	yes	383	109	15	96
rna-XM_023957037.1	gene-rad51c	603	6274	no	383	109	15	96
rna-XM_011473005.3	gene-abt1	837	5521	no	529	194	9	105
rna-XM_004086358.4	gene-abt1	936	5518	yes	591	215	11	119
rna-XM_004086357.4	gene-LOC101156803	723	1365	yes	463	166	10	84
rna-XM_023957040.1	gene-LOC101164215	3855	50763	no	2502	684	66	603
rna-XM_023957039.1	gene-LOC101164215	3870	50763	yes	2512	687	67	604
rna-XM_020701641.2	gene-vps13d	13101	72039	no	8362	2489	190	2060
rna-XM_023957042.1	gene-vps13d	13104	72039	yes	8364	2489	190	2061
rna-XM_011473001.3	gene-vps13d	13062	72038	no	8336	2483	190	2053
rna-XM_004086385.4	gene-LOC101163722	876	4230	yes	553	164	14	145
rna-XM_011473000.3	gene-LOC101156311	2955	55764	no	1942	511	67	435
rna-XM_023957043.1	gene-LOC101156311	2958	55764	yes	1943	512	67	436
rna-XM_020701637.2	gene-LOC101163472	1668	12033	yes	1070	309	21	268
rna-XM_004086354.4	gene-trappc6b	477	10571	yes	306	100	8	63
rna-XM_011472999.3	gene-LOC101163234	909	20466	no	581	190	9	129
rna-XM_011472998.3	gene-LOC101163234	909	20466	yes	581	190	9	129
rna-XM_004086353.4	gene-gpr173	1164	19125	yes	763	195	19	187
rna-XM_004086352.4	gene-suv39h1	1239	11260	yes	798	254	19	168
rna-XM_011472995.3	gene-suv39h1	1200	11115	no	771	248	19	162
rna-XM_011472994.3	gene-LOC101155172	1353	12911	yes	865	252	24	212
rna-XM_004086351.4	gene-LOC101155172	1353	12901	no	865	252	24	212
rna-XM_023957044.1	gene-LOC110014810	1995	2680	yes	1300	346	40	309
rna-XM_011493556.3	gene-LOC101155658	1254	7548	yes	799	233	30	192
rna-XM_023957046.1	gene-LOC101162989	1383	22487	no	892	284	25	182
rna-XM_023957045.1	gene-LOC101162989	1446	22486	yes	930	296	26	194
rna-XM_011472993.3	gene-LOC101154928	786	7218	yes	501	163	11	111
rna-XM_004086381.4	gene-slc25a20	894	10873	yes	569	151	13	161
rna-XM_011472990.3	gene-LOC101175629	1242	7930	yes	812	192	10	228
rna-XM_011472991.3	gene-LOC101175629	1239	7930	no	810	192	10	227
rna-XM_023957049.1	gene-lama5	10992	129065	no	7054	2134	130	1674
rna-XM_023957048.1	gene-lama5	11001	129065	yes	7062	2131	127	1681
rna-XM_011472989.3	gene-kiaa2013	1857	5538	yes	1177	337	21	322
rna-XM_004086378.4	gene-LOC101162031	846	7652	yes	541	156	11	138
rna-XM_011472988.3	gene-LOC101162031	846	7411	no	541	156	11	138
rna-XM_004086377.4	gene-LOC101161787	2145	14765	yes	1368	408	25	344
rna-XM_023957054.1	gene-rcc2	1482	15547	yes	963	259	22	238
rna-XM_023957053.1	gene-rcc2	1482	15540	no	963	259	22	238
rna-XM_023957055.1	gene-rcc2	1482	14685	no	963	259	22	238
rna-XM_004086347.4	gene-LOC101175136	396	6502	yes	255	85	6	50
rna-XM_004086346.4	gene-icmt	876	4459	yes	564	152	18	142
rna-XM_011472987.3	gene-rtel1	3498	33145	yes	2219	703	43	533
rna-XM_004086345.3	gene-ndufb11	435	22727	yes	281	82	8	64
rna-XM_011472985.3	gene-tbc1d25	2445	9371	yes	1555	443	25	422
rna-XM_011472984.3	gene-ccdc22	1908	14694	yes	1200	378	30	300
rna-XM_004086343.3	gene-LOC101174165	1416	17906	yes	907	230	44	235
rna-XM_011472983.2	gene-LOC101174165	1416	17906	no	907	230	44	235
rna-XM_004086374.4	gene-LOC101161039	1482	10688	yes	971	213	33	265
rna-XM_011472982.3	gene-mthfr	1974	19459	yes	1276	371	33	294
rna-XM_023957050.1	gene-plod1	2187	23651	yes	1407	420	34	326
rna-XM_011472981.2	gene-tpx2	2118	12035	no	1355	412	16	335
rna-XM_020701639.2	gene-tpx2	2103	12035	no	1344	412	16	331
rna-XM_020701638.2	gene-tpx2	2121	12035	yes	1356	414	16	335
rna-XM_023957056.1	gene-LOC101160539	582	6433	yes	376	110	11	85
rna-XM_023957057.1	gene-LOC101160539	582	6316	no	376	110	11	85
rna-XM_004086340.4	gene-LOC101173445	903	5449	yes	576	162	4	161
rna-XM_023957052.1	gene-LOC101160298	1512	23926	yes	975	244	12	281
rna-XM_023957051.1	gene-LOC101160298	1512	20098	no	975	244	12	281
rna-XM_004086339.4	gene-pdyn	708	2518	yes	450	148	6	104
rna-XM_020701635.2	gene-LOC110014714	822	50881	yes	526	149	21	126
rna-XM_011472978.3	gene-LOC101172961	1236	15882	no	792	229	18	197
rna-XM_004086338.4	gene-LOC101172961	1236	15882	yes	792	229	18	197
rna-XM_023957059.1	gene-otud5	1650	29677	no	1079	283	16	272
rna-XM_023957058.1	gene-otud5	1653	29831	yes	1081	284	16	272
rna-XM_004086336.3	gene-LOC101172475	924	2424	yes	588	170	14	152
rna-XM_011472975.3	gene-slc35a2	1128	12830	yes	724	178	23	203
rna-XM_011472976.3	gene-slc35a2	1107	9276	no	710	174	23	200
rna-XM_023957060.1	gene-slc6a8	1968	32091	yes	1298	300	45	325
rna-XM_004086333.4	gene-bcap31	729	20592	yes	469	134	11	115
rna-XM_023957061.1	gene-plxna3	5688	97576	yes	3635	1042	96	915
rna-XM_023957062.1	gene-LOC101159564	1155	39085	no	737	216	17	185
rna-XM_020701627.2	gene-LOC101159564	1548	39068	yes	993	281	22	252
rna-XM_020701628.2	gene-LOC101159564	1545	39066	no	991	280	22	252
rna-XM_011472968.3	gene-LOC101159564	1437	39063	no	921	260	22	234
rna-XM_023957063.1	gene-gripap1	2706	49429	yes	1696	630	21	359
rna-XM_023957066.1	gene-gripap1	2571	49425	no	1614	599	20	338
rna-XM_023957064.1	gene-gripap1	2673	49425	no	1676	622	20	355
rna-XM_023957065.1	gene-gripap1	2664	49424	no	1671	620	21	352
rna-XM_023957067.1	gene-LOC111947686	705	1462	yes	449	120	7	129
rna-XM_020701629.2	gene-kcnd1	1917	76504	no	1232	336	34	315
rna-XM_004086332.4	gene-kcnd1	1917	76504	yes	1232	336	34	315
rna-XM_004086366.4	gene-LOC101159080	2505	19147	yes	1603	512	39	351
rna-XM_023956258.1	gene-LOC111947632	1191	1448	yes	758	250	23	160
rna-XM_023956259.1	gene-LOC111947633	1854	9725	yes	1197	401	53	203
rna-XM_023957069.1	gene-mfn2	2274	15964	yes	1461	444	29	340
rna-XM_023957068.1	gene-mfn2	2274	15661	no	1461	444	29	340
rna-XM_023957070.1	gene-LOC101170725	1491	41323	yes	953	266	15	257
rna-XM_023957071.1	gene-LOC101170725	1488	41323	no	951	265	15	257
rna-XM_023957072.1	gene-LOC101170973	1365	41431	yes	880	247	30	208
rna-XM_004084348.4	gene-LOC101170239	1170	7823	yes	732	216	15	207
rna-XM_023957073.1	gene-LOC101171215	486	3578	yes	323	105	8	50
rna-NM_001104683.2	gene-cnp-3	339	651	yes	208	67	1	63
rna-NM_001104685.2	gene-nppa	441	904	yes	277	90	5	69
rna-XM_023956260.1	gene-LOC101162734	1764	4423	yes	1128	339	29	268
rna-XM_023957075.1	gene-LOC101156956	1122	2971	no	713	240	19	150
rna-XM_023957074.1	gene-LOC101156956	1371	2968	yes	870	286	25	190
rna-XM_023957076.1	gene-LOC101172373	3924	57414	yes	2489	742	50	643
rna-XM_020714359.2	gene-LOC101172373	3924	50010	no	2489	742	50	643
rna-XM_011477664.3	gene-LOC101164153	1434	28794	yes	932	241	12	249
rna-XM_023957082.1	gene-LOC101161312	735	12126	no	474	148	6	107
rna-XM_011477665.3	gene-LOC101161312	735	12126	yes	474	148	6	107
rna-XM_023957081.1	gene-LOC105354482	612	26180	no	396	116	3	97
rna-XM_023957078.1	gene-LOC105354482	747	24233	yes	484	146	5	112
rna-XM_023957077.1	gene-LOC105354482	747	24231	no	484	146	5	112
rna-XM_023957080.1	gene-LOC105354482	747	24231	no	484	146	5	112
rna-XM_023957079.1	gene-LOC105354482	747	3862	no	484	146	5	112
rna-XM_011477667.3	gene-LOC101161557	660	10182	yes	420	126	3	111
rna-XM_023957083.1	gene-LOC101161557	660	10036	no	420	126	3	111
rna-XM_023957084.1	gene-prkcz	1803	105282	yes	1157	351	38	257
rna-XM_023957085.1	gene-prkcz	1500	53604	no	961	303	30	206
rna-XM_023957086.1	gene-prkcz	1485	50282	no	953	301	30	201
rna-XM_023957087.1	gene-faap20	705	2510	yes	455	109	1	140
rna-XM_023957089.1	gene-faap20	573	2508	no	370	88	2	113
rna-XM_023957088.1	gene-faap20	573	2508	no	370	88	2	113
rna-XM_023957090.1	gene-ski	2142	62286	yes	1353	409	23	357
rna-XM_023957091.1	gene-LOC111947690	921	1974	yes	583	193	16	129
rna-XM_023957092.1	gene-LOC110013701	1329	3868	yes	857	263	23	186
rna-XM_023957093.1	gene-LOC110013701	1062	3534	no	682	209	19	152
rna-XM_004071067.3	gene-LOC101161808	1386	8867	yes	890	244	22	230
rna-XM_011477693.3	gene-plch2	4392	134307	no	2842	834	52	664
rna-XM_011477692.3	gene-plch2	4416	68736	no	2856	838	53	669
rna-XM_011477690.3	gene-plch2	4563	54665	no	2954	861	54	694
rna-XM_011477695.3	gene-plch2	4626	51803	no	2995	867	55	709
rna-XM_011477694.3	gene-plch2	4632	51803	yes	3000	868	55	709
rna-XM_023957094.1	gene-plch2	3210	49699	no	2104	608	45	453
rna-XM_023957095.1	gene-plch2	3207	49683	no	2104	605	45	453
rna-XM_023957096.1	gene-plch2	2913	45950	no	1915	551	44	403
rna-XM_023957100.1	gene-pex10	963	12176	yes	591	196	8	168
rna-XM_023957098.1	gene-renbp	1215	10627	no	788	241	13	173
